CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
6D,2016-11-11 04:54:53.740,Single Gunshot,1,38.898,-76.924
7D,2016-11-11 04:07:50.337,Single Gunshot,1,38.868,-76.98
5D,2016-11-11 02:04:35.443,Multiple Gunshots,2,38.899,-76.983
7D,2016-11-11 01:47:26.790,Multiple Gunshots,5,38.837,-76.998
7D,2016-11-11 01:27:18.680,Multiple Gunshots,8,38.852,-76.981
7D,2016-11-11 01:27:14.200,Multiple Gunshots,8,38.852,-76.981
5D,2016-11-11 00:36:02.080,Single Gunshot,1,38.916,-76.978
6D,2016-11-11 00:11:39.567,Single Gunshot,1,38.888,-76.934
7D,2016-11-10 23:18:27.697,Multiple Gunshots,2,38.858,-76.968
7D,2016-11-10 22:16:53.983,Single Gunshot,1,38.828,-76.995
7D,2016-11-10 22:16:37.140,Single Gunshot,1,38.828,-76.995
7D,2016-11-10 22:12:23.943,Multiple Gunshots,10,38.853,-76.98
7D,2016-11-10 22:12:03.073,Multiple Gunshots,6,38.853,-76.979
7D,2016-11-10 21:37:55.093,Multiple Gunshots,5,38.856,-76.981
7D,2016-11-10 21:37:45.060,Multiple Gunshots,17,38.856,-76.99
7D,2016-11-10 21:26:58.817,Multiple Gunshots,2,38.827,-76.999
7D,2016-11-10 20:41:09.137,Gunshot/Firework,1,38.847,-76.955
7D,2016-11-10 19:58:30.900,Single Gunshot,1,38.842,-76.995
6D,2016-11-10 19:43:16.343,Single Gunshot,1,38.871,-76.973
7D,2016-11-10 02:02:09.763,Multiple Gunshots,7,38.854,-76.977
7D,2016-11-10 01:53:06.080,Single Gunshot,1,38.822,-77.005
7D,2016-11-10 00:46:31.230,Single Gunshot,1,38.856,-76.973
5D,2016-11-09 22:04:19.400,Multiple Gunshots,4,38.927,-76.974
7D,2016-11-09 21:50:26.320,Multiple Gunshots,4,38.856,-76.986
5D,2016-11-09 20:32:20.157,Multiple Gunshots,6,38.922,-77.001
5D,2016-11-09 20:31:29.183,Multiple Gunshots,7,38.921,-77.001
5D,2016-11-09 20:31:20.670,Multiple Gunshots,5,38.924,-77
7D,2016-11-09 02:53:35.190,Multiple Gunshots,3,38.835,-76.987
1D,2016-11-09 02:00:01.297,Single Gunshot,1,38.876,-77.014
6D,2016-11-08 23:34:14.367,Multiple Gunshots,8,38.91,-76.936
6D,2016-11-08 22:07:54.963,Multiple Gunshots,23,38.874,-76.931
6D,2016-11-08 21:36:28.747,Multiple Gunshots,11,38.887,-76.922
3D,2016-11-08 21:10:17.983,Gunshot/Firework,1,38.928,-77.028
7D,2016-11-08 20:54:20.047,Multiple Gunshots,3,38.849,-76.973
5D,2016-11-08 20:12:09.127,Multiple Gunshots,15,38.909,-76.983
6D,2016-11-08 19:06:23.840,Multiple Gunshots,2,38.867,-76.941
6D,2016-11-08 18:15:55.213,Multiple Gunshots,4,38.91,-76.938
5D,2016-11-08 14:18:07.470,Multiple Gunshots,7,38.904,-76.978
6D,2016-11-08 13:27:12.613,Gunshot/Firework,7,38.885,-76.948
7D,2016-11-08 12:37:15.723,Multiple Gunshots,7,38.859,-76.992
6D,2016-11-08 08:22:21.383,Multiple Gunshots,14,38.888,-76.951
7D,2016-11-08 01:18:44.527,Multiple Gunshots,2,38.828,-76.995
7D,2016-11-08 01:18:39.787,Multiple Gunshots,3,38.828,-76.995
7D,2016-11-07 23:56:33.897,Multiple Gunshots,9,38.828,-76.995
6D,2016-11-07 21:25:39.670,Multiple Gunshots,6,38.901,-76.947
5D,2016-11-07 20:57:03.553,Single Gunshot,1,38.899,-76.977
4D,2016-11-07 20:56:34.600,Single Gunshot,1,38.946,-77.022
7D,2016-11-07 20:15:12.540,Single Gunshot,1,38.847,-76.969
6D,2016-11-07 20:08:51.527,Gunshot/Firework,1,38.882,-76.962
6D,2016-11-07 18:56:00.707,Multiple Gunshots,3,38.883,-76.928
7D,2016-11-07 16:58:45.377,Multiple Gunshots,18,38.843,-76.992
6D,2016-11-07 15:57:14.870,Multiple Gunshots,3,38.896,-76.921
7D,2016-11-07 02:30:05.470,Multiple Gunshots,3,38.826,-76.99
7D,2016-11-07 01:40:57.183,Single Gunshot,1,38.855,-76.982
7D,2016-11-07 01:39:17.837,Multiple Gunshots,13,38.85,-76.961
6D,2016-11-07 00:24:46.173,Multiple Gunshots,3,38.887,-76.935
7D,2016-11-06 23:22:25.000,Multiple Gunshots,6,38.851,-76.993
7D,2016-11-06 23:22:14.380,Multiple Gunshots,8,38.859,-76.992
3D,2016-11-06 22:24:51.160,Single Gunshot,1,38.924,-77.032
5D,2016-11-06 22:17:16.573,Single Gunshot,1,38.922,-76.963
6D,2016-11-06 21:55:31.177,Multiple Gunshots,11,38.913,-76.932
6D,2016-11-06 21:28:00.657,Multiple Gunshots,12,38.87,-76.93
6D,2016-11-06 21:17:56.433,Single Gunshot,1,38.898,-76.935
7D,2016-11-06 20:14:42.773,Single Gunshot,1,38.846,-76.983
6D,2016-11-06 19:07:09.633,Single Gunshot,1,38.889,-76.916
6D,2016-11-06 18:40:52.773,Multiple Gunshots,11,38.893,-76.912
1D,2016-11-06 18:11:33.763,Single Gunshot,1,38.902,-76.994
6D,2016-11-06 16:10:25.267,Multiple Gunshots,2,38.912,-76.933
7D,2016-11-06 12:23:54.653,Multiple Gunshots,1,38.827,-76.998
7D,2016-11-06 11:36:26.977,Single Gunshot,1,38.854,-76.969
7D,2016-11-06 10:30:25.650,Gunshot/Firework,1,38.871,-76.978
7D,2016-11-06 03:59:13.080,Multiple Gunshots,2,38.856,-76.98
7D,2016-11-06 03:26:44.717,Single Gunshot,1,38.857,-76.974
1D,2016-11-06 03:10:00.643,Multiple Gunshots,7,38.894,-76.976
5D,2016-11-06 03:09:58.877,Multiple Gunshots,7,38.902,-76.974
3D,2016-11-06 03:09:23.707,Single Gunshot,1,38.926,-77.037
5D,2016-11-06 02:31:33.757,Single Gunshot,1,38.925,-77.023
5D,2016-11-06 01:18:05.280,Multiple Gunshots,3,38.927,-76.978
7D,2016-11-06 00:20:35.297,Multiple Gunshots,4,38.848,-76.973
7D,2016-11-06 00:20:31.327,Multiple Gunshots,3,38.848,-76.973
7D,2016-11-05 23:24:10.097,Multiple Gunshots,5,38.853,-76.979
7D,2016-11-05 23:10:54.243,Multiple Gunshots,2,38.828,-77.006
6D,2016-11-05 22:30:17.907,Single Gunshot,1,38.892,-76.913
6D,2016-11-05 21:40:21.037,Single Gunshot,2,38.879,-76.93
5D,2016-11-05 21:16:34.023,Single Gunshot,1,38.924,-76.969
7D,2016-11-05 21:10:15.793,Multiple Gunshots,4,38.839,-76.995
7D,2016-11-05 20:57:04.147,Multiple Gunshots,5,38.841,-76.977
6D,2016-11-05 20:16:07.480,Multiple Gunshots,2,38.884,-76.924
7D,2016-11-05 19:41:14.550,Multiple Gunshots,2,38.847,-76.959
5D,2016-11-05 09:42:17.603,Multiple Gunshots,1,38.896,-76.983
1D,2016-11-05 09:42:15.730,Gunshot/Firework,2,38.896,-76.982
5D,2016-11-05 07:00:20.987,Multiple Gunshots,2,38.937,-76.968
7D,2016-11-05 06:52:00.937,Single Gunshot,1,38.856,-76.973
7D,2016-11-05 05:12:21.617,Single Gunshot,1,38.824,-77.007
7D,2016-11-05 04:24:42.583,Multiple Gunshots,13,38.827,-76.993
1D,2016-11-05 03:21:01.430,Multiple Gunshots,16,38.902,-76.975
5D,2016-11-05 03:21:00.577,Multiple Gunshots,16,38.902,-76.975
6D,2016-11-05 03:02:42.377,Single Gunshot,1,38.884,-76.926
7D,2016-11-05 02:45:22.750,Multiple Gunshots,10,38.853,-76.994
7D,2016-11-05 02:44:52.820,Multiple Gunshots,5,38.847,-76.995
7D,2016-11-05 02:44:51.770,Multiple Gunshots,10,38.832,-77.002
7D,2016-11-05 02:44:47.893,Multiple Gunshots,6,38.847,-76.995
4D,2016-11-05 01:49:46.520,Single Gunshot,1,38.956,-77.022
4D,2016-11-05 00:07:53.230,Single Gunshot,1,38.962,-77.03
6D,2016-11-04 23:44:15.933,Single Gunshot,1,38.902,-76.924
7D,2016-11-04 23:40:58.070,Multiple Gunshots,12,38.831,-76.991
7D,2016-11-04 23:40:51.463,Multiple Gunshots,9,38.843,-76.973
6D,2016-11-04 23:29:47.077,Multiple Gunshots,2,38.903,-76.935
6D,2016-11-04 23:24:16.017,Multiple Gunshots,2,38.888,-76.955
5D,2016-11-04 22:35:53.047,Single Gunshot,1,38.927,-76.988
1D,2016-11-04 22:14:50.283,Single Gunshot,1,38.898,-76.979
6D,2016-11-04 21:52:53.577,Multiple Gunshots,5,38.884,-76.93
6D,2016-11-04 20:23:22.660,Multiple Gunshots,3,38.883,-76.93
7D,2016-11-04 19:34:51.467,Multiple Gunshots,2,38.87,-76.98
5D,2016-11-04 17:47:28.307,Single Gunshot,1,38.897,-76.975
7D,2016-11-04 17:39:13.313,Single Gunshot,1,38.864,-76.971
6D,2016-11-04 17:27:24.093,Single Gunshot,1,38.904,-76.949
6D,2016-11-04 17:02:10.127,Multiple Gunshots,11,38.887,-76.924
6D,2016-11-04 02:59:41.820,Multiple Gunshots,3,38.869,-76.973
6D,2016-11-04 02:59:39.943,Single Gunshot,1,38.869,-76.973
7D,2016-11-04 02:59:37.867,Single Gunshot,1,38.869,-76.973
7D,2016-11-04 02:59:32.500,Multiple Gunshots,2,38.869,-76.973
5D,2016-11-04 02:28:05.160,Single Gunshot,1,38.91,-76.998
6D,2016-11-04 01:30:44.230,Multiple Gunshots,11,38.918,-76.927
6D,2016-11-04 00:48:19.627,Multiple Gunshots,8,38.891,-76.941
7D,2016-11-04 00:13:50.907,Multiple Gunshots,7,38.867,-76.983
7D,2016-11-04 00:11:37.880,Multiple Gunshots,4,38.867,-76.983
7D,2016-11-03 23:25:02.230,Multiple Gunshots,7,38.842,-76.988
6D,2016-11-03 23:08:06.827,Multiple Gunshots,2,38.904,-76.931
3D,2016-11-03 22:11:39.900,Multiple Gunshots,7,38.919,-77.034
7D,2016-11-03 21:29:30.773,Single Gunshot,1,38.827,-77.001
7D,2016-11-03 18:48:01.957,Multiple Gunshots,4,38.852,-76.965
5D,2016-11-03 18:07:52.907,Multiple Gunshots,11,38.926,-76.982
4D,2016-11-03 04:28:39.647,Multiple Gunshots,5,38.931,-77.018
7D,2016-11-03 03:14:34.057,Single Gunshot,2,38.856,-76.973
7D,2016-11-03 02:26:04.050,Multiple Gunshots,4,38.847,-77.002
7D,2016-11-03 01:28:14.963,Multiple Gunshots,3,38.843,-76.969
7D,2016-11-03 01:15:43.037,Multiple Gunshots,10,38.837,-77.01
6D,2016-11-03 00:22:46.903,Multiple Gunshots,11,38.858,-76.985
7D,2016-11-03 00:22:44.890,Multiple Gunshots,14,38.858,-76.985
7D,2016-11-03 00:07:50.560,Single Gunshot,1,38.836,-76.987
5D,2016-11-02 23:55:16.500,Multiple Gunshots,4,38.903,-76.973
7D,2016-11-02 23:48:34.623,Single Gunshot,1,38.828,-76.993
5D,2016-11-02 21:12:11.417,Single Gunshot,1,38.895,-76.98
6D,2016-11-02 18:07:07.940,Multiple Gunshots,8,38.885,-76.952
7D,2016-11-02 13:06:47.457,Multiple Gunshots,12,38.833,-76.99
6D,2016-11-01 22:29:10.893,Multiple Gunshots,2,38.888,-76.939
4D,2016-11-01 21:52:09.840,Multiple Gunshots,2,38.949,-77.016
6D,2016-11-01 21:28:16.233,Multiple Gunshots,12,38.885,-76.957
7D,2016-11-01 18:14:49.737,Multiple Gunshots,14,38.842,-76.988
7D,2016-11-01 10:53:55.360,Multiple Gunshots,18,38.834,-76.993
7D,2016-11-01 10:53:49.977,Multiple Gunshots,8,38.833,-76.993
3D,2016-11-01 06:59:11.317,Single Gunshot,1,38.905,-77.018
3D,2016-11-01 02:41:14.943,Multiple Gunshots,10,38.925,-77.023
3D,2016-11-01 02:41:10.457,Multiple Gunshots,5,38.925,-77.023
3D,2016-11-01 02:40:53.193,Multiple Gunshots,5,38.926,-77.027
7D,2016-11-01 02:33:58.463,Multiple Gunshots,4,38.867,-76.984
6D,2016-11-01 01:41:28.943,Multiple Gunshots,9,38.861,-76.943
6D,2016-11-01 01:41:15.330,Multiple Gunshots,16,38.862,-76.942
6D,2016-11-01 01:41:10.757,Single Gunshot,1,38.862,-76.942
6D,2016-11-01 01:41:04.460,Single Gunshot,5,38.882,-76.929
6D,2016-11-01 01:40:57.187,Multiple Gunshots,9,38.862,-76.942
6D,2016-11-01 01:18:45.927,Single Gunshot,1,38.87,-76.938
7D,2016-11-01 00:54:50.003,Single Gunshot,1,38.851,-76.963
7D,2016-10-31 23:46:31.273,Multiple Gunshots,4,38.828,-77.003
7D,2016-10-31 23:38:09.287,Single Gunshot,1,38.856,-76.972
7D,2016-10-31 23:02:58.147,Multiple Gunshots,2,38.857,-76.985
7D,2016-10-31 22:36:27.657,Single Gunshot,1,38.839,-76.996
6D,2016-10-31 22:32:41.703,Multiple Gunshots,7,38.876,-76.931
7D,2016-10-31 22:15:59.447,Multiple Gunshots,2,38.86,-76.986
7D,2016-10-31 22:15:45.873,Multiple Gunshots,2,38.86,-76.986
7D,2016-10-31 22:03:34.257,Single Gunshot,1,38.824,-76.985
7D,2016-10-31 21:49:19.540,Multiple Gunshots,5,38.831,-77.01
6D,2016-10-31 21:43:57.643,Multiple Gunshots,4,38.893,-76.925
6D,2016-10-31 21:43:54.937,Multiple Gunshots,4,38.895,-76.926
6D,2016-10-31 21:43:47.310,Multiple Gunshots,13,38.893,-76.925
7D,2016-10-31 21:29:33.987,Single Gunshot,1,38.826,-76.997
6D,2016-10-31 20:11:11.333,Multiple Gunshots,8,38.87,-76.943
6D,2016-10-31 18:53:42.453,Gunshot/Firework,1,38.884,-76.929
5D,2016-10-31 17:59:38.530,Single Gunshot,1,38.907,-76.984
7D,2016-10-31 17:29:02.693,Multiple Gunshots,15,38.842,-76.987
7D,2016-10-31 17:28:48.070,Multiple Gunshots,10,38.842,-76.986
7D,2016-10-31 11:05:00.383,Multiple Gunshots,3,38.842,-76.986
7D,2016-10-31 11:04:51.963,Multiple Gunshots,13,38.842,-76.986
6D,2016-10-31 07:35:36.167,Single Gunshot,1,38.907,-76.93
6D,2016-10-31 07:35:31.407,Multiple Gunshots,4,38.906,-76.93
3D,2016-10-31 03:12:13.847,Multiple Gunshots,3,38.922,-77.026
3D,2016-10-31 03:10:51.320,Single Gunshot,1,38.922,-77.026
7D,2016-10-31 01:45:24.637,Gunshot/Firework,7,38.83,-76.995
6D,2016-10-31 00:03:05.720,Multiple Gunshots,4,38.911,-76.935
5D,2016-10-30 23:49:06.667,Multiple Gunshots,9,38.925,-76.974
7D,2016-10-30 22:19:14.060,Single Gunshot,1,38.845,-76.998
7D,2016-10-30 20:28:11.273,Multiple Gunshots,2,38.844,-76.978
7D,2016-10-30 19:33:46.160,Single Gunshot,1,38.847,-76.999
6D,2016-10-30 18:16:57.917,Multiple Gunshots,8,38.892,-76.94
7D,2016-10-30 17:27:26.317,Single Gunshot,1,38.844,-76.971
6D,2016-10-30 07:02:23.657,Multiple Gunshots,4,38.873,-76.938
4D,2016-10-30 04:55:13.750,Multiple Gunshots,3,38.94,-77.02
7D,2016-10-30 04:52:24.887,Single Gunshot,1,38.851,-76.966
6D,2016-10-30 04:40:27.497,Single Gunshot,1,38.882,-76.935
7D,2016-10-30 04:23:26.130,Multiple Gunshots,2,38.851,-76.966
6D,2016-10-30 04:06:51.427,Multiple Gunshots,6,38.887,-76.927
6D,2016-10-30 03:39:22.993,Multiple Gunshots,4,38.894,-76.909
7D,2016-10-30 03:07:42.880,Single Gunshot,1,38.832,-77.003
7D,2016-10-30 02:41:18.377,Multiple Gunshots,7,38.827,-77.002
7D,2016-10-30 02:31:31.553,Single Gunshot,1,38.827,-76.979
7D,2016-10-30 01:10:28.107,Multiple Gunshots,2,38.839,-76.967
7D,2016-10-30 00:50:27.017,Multiple Gunshots,2,38.849,-76.979
7D,2016-10-30 00:50:18.477,Multiple Gunshots,3,38.849,-76.98
7D,2016-10-30 00:04:16.963,Single Gunshot,1,38.836,-76.988
5D,2016-10-29 23:18:07.593,Multiple Gunshots,2,38.921,-76.966
7D,2016-10-29 22:49:54.663,Multiple Gunshots,2,38.851,-76.966
7D,2016-10-29 22:44:11.607,Multiple Gunshots,3,38.824,-76.998
7D,2016-10-29 21:53:14.857,Single Gunshot,1,38.86,-76.987
6D,2016-10-29 21:36:34.447,Multiple Gunshots,3,38.875,-76.915
7D,2016-10-29 21:15:40.747,Multiple Gunshots,8,38.846,-76.973
1D,2016-10-29 20:57:03.473,Multiple Gunshots,3,38.866,-77.01
5D,2016-10-29 13:17:32.713,Gunshot/Firework,1,38.906,-77.005
6D,2016-10-29 09:54:11.863,Multiple Gunshots,3,38.887,-76.929
4D,2016-10-29 08:33:08.483,Gunshot/Firework,1,38.942,-77.032
4D,2016-10-29 08:31:57.393,Gunshot/Firework,1,38.945,-77.032
1D,2016-10-29 07:17:58.807,Single Gunshot,1,38.874,-77.011
5D,2016-10-29 02:52:03.977,Multiple Gunshots,13,38.918,-77.015
3D,2016-10-29 02:52:01.690,Multiple Gunshots,9,38.918,-77.014
7D,2016-10-29 01:28:06.813,Single Gunshot,1,38.852,-76.966
4D,2016-10-29 00:58:48.313,Multiple Gunshots,2,38.934,-77.023
3D,2016-10-29 00:58:48.313,Multiple Gunshots,2,38.935,-77.023
6D,2016-10-29 00:53:52.157,Single Gunshot,1,38.896,-76.934
4D,2016-10-29 00:51:43.963,Multiple Gunshots,2,38.928,-77.02
7D,2016-10-29 00:47:41.403,Single Gunshot,1,38.869,-76.97
6D,2016-10-29 00:47:41.393,Single Gunshot,1,38.869,-76.97
3D,2016-10-29 00:17:17.617,Multiple Gunshots,12,38.912,-77.021
6D,2016-10-28 23:59:47.327,Single Gunshot,1,38.909,-76.941
6D,2016-10-28 23:47:58.147,Multiple Gunshots,20,38.911,-76.936
4D,2016-10-28 22:40:53.137,Multiple Gunshots,8,38.958,-77.024
6D,2016-10-28 18:52:37.220,Multiple Gunshots,13,38.899,-76.944
6D,2016-10-28 15:41:34.953,Multiple Gunshots,2,38.902,-76.947
6D,2016-10-28 13:04:46.733,Multiple Gunshots,3,38.892,-76.948
6D,2016-10-28 13:04:21.467,Multiple Gunshots,6,38.893,-76.948
7D,2016-10-28 07:09:01.170,Single Gunshot,1,38.834,-76.996
6D,2016-10-28 01:13:31.270,Multiple Gunshots,8,38.919,-76.927
7D,2016-10-28 00:03:25.460,Single Gunshot,1,38.846,-76.999
6D,2016-10-28 00:03:03.387,Multiple Gunshots,8,38.896,-76.912
6D,2016-10-27 22:57:27.380,Single Gunshot,1,38.893,-76.919
6D,2016-10-27 22:42:04.397,Multiple Gunshots,3,38.897,-76.917
6D,2016-10-27 22:35:42.303,Single Gunshot,1,38.894,-76.934
6D,2016-10-27 22:03:06.810,Multiple Gunshots,4,38.867,-76.964
7D,2016-10-27 22:03:01.580,Multiple Gunshots,4,38.837,-76.989
7D,2016-10-27 22:02:55.053,Multiple Gunshots,4,38.837,-76.989
7D,2016-10-27 22:00:54.750,Multiple Gunshots,5,38.855,-76.988
7D,2016-10-27 21:17:05.397,Single Gunshot,1,38.833,-76.993
5D,2016-10-27 20:47:29.513,Multiple Gunshots,3,38.904,-77.01
6D,2016-10-27 20:16:54.187,Multiple Gunshots,6,38.893,-76.948
7D,2016-10-27 20:13:54.427,Single Gunshot,1,38.859,-76.996
6D,2016-10-27 17:10:33.373,Multiple Gunshots,2,38.893,-76.93
6D,2016-10-27 16:48:09.097,Single Gunshot,1,38.89,-76.946
7D,2016-10-27 10:17:21.810,Multiple Gunshots,8,38.833,-76.989
7D,2016-10-27 06:41:30.100,Single Gunshot,1,38.831,-76.998
7D,2016-10-27 04:03:36.337,Multiple Gunshots,3,38.851,-76.965
6D,2016-10-27 00:04:57.627,Multiple Gunshots,3,38.866,-76.969
1D,2016-10-26 23:09:31.190,Multiple Gunshots,9,38.9,-76.976
5D,2016-10-26 23:09:28.673,Multiple Gunshots,9,38.902,-76.974
5D,2016-10-26 23:09:10.677,Multiple Gunshots,8,38.901,-76.975
1D,2016-10-26 23:08:55.393,Multiple Gunshots,13,38.901,-76.976
5D,2016-10-26 23:08:54.423,Multiple Gunshots,14,38.902,-76.975
7D,2016-10-26 22:02:41.347,Multiple Gunshots,2,38.859,-76.992
7D,2016-10-26 21:03:36.977,Single Gunshot,1,38.859,-76.996
7D,2016-10-26 20:49:25.077,Multiple Gunshots,6,38.837,-76.987
1D,2016-10-26 19:59:02.097,Multiple Gunshots,2,38.901,-76.974
5D,2016-10-26 19:59:00.543,Multiple Gunshots,2,38.902,-76.974
6D,2016-10-26 19:51:59.557,Gunshot/Firework,2,38.89,-76.919
7D,2016-10-26 12:12:39.827,Multiple Gunshots,3,38.834,-76.99
6D,2016-10-26 12:08:50.807,Multiple Gunshots,4,38.9,-76.939
6D,2016-10-26 10:50:03.053,Multiple Gunshots,12,38.896,-76.919
6D,2016-10-26 05:32:53.633,Single Gunshot,1,38.91,-76.938
5D,2016-10-26 03:54:58.857,Single Gunshot,1,38.92,-76.98
7D,2016-10-26 03:01:52.253,Multiple Gunshots,7,38.845,-76.971
6D,2016-10-26 02:03:33.627,Multiple Gunshots,2,38.882,-76.928
7D,2016-10-26 02:00:05.417,Multiple Gunshots,3,38.834,-76.986
7D,2016-10-26 01:56:34.407,Multiple Gunshots,7,38.847,-77.001
7D,2016-10-26 00:48:55.107,Single Gunshot,1,38.832,-76.988
7D,2016-10-26 00:45:26.593,Multiple Gunshots,4,38.851,-76.978
6D,2016-10-26 00:01:06.953,Single Gunshot,1,38.886,-76.929
6D,2016-10-25 22:13:08.920,Multiple Gunshots,4,38.881,-76.958
6D,2016-10-25 21:30:59.177,Multiple Gunshots,7,38.878,-76.93
3D,2016-10-25 21:28:43.663,Single Gunshot,1,38.934,-77.031
4D,2016-10-25 21:28:43.663,Single Gunshot,1,38.934,-77.031
3D,2016-10-25 21:01:56.980,Multiple Gunshots,10,38.94,-77.032
4D,2016-10-25 21:01:55.800,Multiple Gunshots,10,38.94,-77.032
5D,2016-10-25 20:42:59.890,Multiple Gunshots,6,38.905,-76.989
7D,2016-10-25 18:32:30.937,Single Gunshot,1,38.859,-76.994
7D,2016-10-25 16:09:13.153,Multiple Gunshots,6,38.83,-77.002
7D,2016-10-24 23:49:16.830,Multiple Gunshots,2,38.846,-76.983
6D,2016-10-24 23:04:53.647,Single Gunshot,1,38.888,-76.924
7D,2016-10-24 22:53:38.607,Single Gunshot,1,38.846,-76.983
6D,2016-10-24 22:44:48.550,Single Gunshot,1,38.892,-76.918
1D,2016-10-24 22:33:53.987,Multiple Gunshots,2,38.899,-76.982
5D,2016-10-24 22:33:51.860,Multiple Gunshots,2,38.904,-76.979
1D,2016-10-24 22:31:13.537,Multiple Gunshots,5,38.904,-76.975
5D,2016-10-24 22:31:08.953,Multiple Gunshots,6,38.904,-76.975
6D,2016-10-24 21:56:38.090,Gunshot/Firework,1,38.885,-76.958
4D,2016-10-24 19:36:39.820,Single Gunshot,1,38.939,-77.027
7D,2016-10-24 18:12:58.583,Multiple Gunshots,3,38.848,-76.975
1D,2016-10-24 03:20:15.550,Multiple Gunshots,10,38.873,-77.011
6D,2016-10-24 02:53:25.587,Single Gunshot,1,38.889,-76.917
7D,2016-10-24 01:56:06.433,Multiple Gunshots,22,38.829,-77.002
7D,2016-10-24 01:27:34.480,Single Gunshot,1,38.832,-77.003
7D,2016-10-24 01:24:38.337,Single Gunshot,1,38.832,-77.003
7D,2016-10-24 01:19:46.560,Single Gunshot,1,38.832,-77.003
1D,2016-10-24 00:59:18.417,Single Gunshot,1,38.896,-76.983
5D,2016-10-24 00:59:18.417,Single Gunshot,1,38.896,-76.983
6D,2016-10-24 00:58:34.687,Multiple Gunshots,9,38.863,-76.984
7D,2016-10-24 00:58:31.187,Multiple Gunshots,9,38.858,-76.993
7D,2016-10-24 00:45:29.640,Single Gunshot,1,38.836,-76.989
7D,2016-10-24 00:31:31.890,Multiple Gunshots,2,38.85,-76.973
7D,2016-10-23 23:36:15.053,Single Gunshot,1,38.856,-76.972
7D,2016-10-23 23:10:54.917,Gunshot/Firework,1,38.83,-77.002
7D,2016-10-23 23:10:00.937,Single Gunshot,1,38.83,-77.002
6D,2016-10-23 22:53:12.763,Single Gunshot,1,38.918,-76.946
7D,2016-10-23 22:33:17.497,Single Gunshot,1,38.833,-76.997
5D,2016-10-23 22:32:48.360,Multiple Gunshots,2,38.926,-76.967
6D,2016-10-23 22:03:49.847,Multiple Gunshots,2,38.881,-76.933
7D,2016-10-23 20:20:14.830,Multiple Gunshots,3,38.823,-77.01
5D,2016-10-23 20:15:41.917,Multiple Gunshots,11,38.905,-77.011
6D,2016-10-23 20:02:18.350,Gunshot/Firework,1,38.892,-76.931
7D,2016-10-23 19:42:58.150,Single Gunshot,1,38.841,-76.988
7D,2016-10-23 19:05:22.313,Multiple Gunshots,2,38.844,-76.978
7D,2016-10-23 19:04:54.743,Multiple Gunshots,18,38.844,-76.978
7D,2016-10-23 19:03:13.637,Multiple Gunshots,8,38.844,-76.978
6D,2016-10-23 18:13:59.873,Single Gunshot,1,38.897,-76.937
6D,2016-10-23 17:01:56.477,Multiple Gunshots,9,38.889,-76.955
6D,2016-10-23 16:28:34.467,Gunshot/Firework,1,38.879,-76.931
7D,2016-10-23 14:49:38.467,Gunshot/Firework,8,38.821,-77.008
6D,2016-10-23 06:28:44.290,Multiple Gunshots,7,38.865,-76.99
7D,2016-10-23 06:28:43.550,Multiple Gunshots,4,38.865,-76.988
7D,2016-10-23 06:22:35.480,Multiple Gunshots,2,38.835,-76.986
6D,2016-10-23 04:19:41.790,Multiple Gunshots,7,38.91,-76.936
3D,2016-10-23 04:02:18.293,Single Gunshot,1,38.922,-77.034
4D,2016-10-23 02:36:27.567,Multiple Gunshots,5,38.956,-77.024
4D,2016-10-23 02:36:06.263,Multiple Gunshots,3,38.946,-77.022
4D,2016-10-23 02:34:27.303,Single Gunshot,1,38.955,-77.027
7D,2016-10-23 02:24:31.213,Single Gunshot,1,38.855,-76.981
7D,2016-10-23 01:02:40.170,Single Gunshot,1,38.864,-76.983
4D,2016-10-23 00:10:18.270,Multiple Gunshots,17,38.947,-77.024
6D,2016-10-22 23:45:38.367,Multiple Gunshots,2,38.894,-76.928
7D,2016-10-22 23:13:29.530,Multiple Gunshots,10,38.848,-76.972
3D,2016-10-22 22:51:19.457,Multiple Gunshots,2,38.917,-77.016
5D,2016-10-22 22:51:19.457,Multiple Gunshots,2,38.917,-77.016
6D,2016-10-22 22:43:05.220,Single Gunshot,1,38.894,-76.919
5D,2016-10-22 22:33:34.140,Multiple Gunshots,18,38.937,-76.972
6D,2016-10-22 20:24:59.970,Multiple Gunshots,11,38.877,-76.931
7D,2016-10-22 19:03:28.060,Single Gunshot,1,38.844,-76.979
7D,2016-10-22 12:00:28.623,Single Gunshot,1,38.856,-76.973
6D,2016-10-22 07:06:39.617,Multiple Gunshots,14,38.89,-76.951
6D,2016-10-22 07:00:52.057,Multiple Gunshots,5,38.887,-76.936
7D,2016-10-22 05:50:45.843,Multiple Gunshots,5,38.864,-76.969
7D,2016-10-22 04:51:54.663,Gunshot/Firework,1,38.824,-77.006
7D,2016-10-22 04:17:09.007,Single Gunshot,1,38.828,-76.997
7D,2016-10-22 03:52:05.060,Multiple Gunshots,5,38.842,-76.986
7D,2016-10-22 03:52:03.527,Multiple Gunshots,6,38.843,-76.986
7D,2016-10-22 03:51:51.503,Multiple Gunshots,19,38.842,-76.986
6D,2016-10-22 03:47:25.890,Multiple Gunshots,3,38.901,-76.936
6D,2016-10-22 03:29:14.950,Multiple Gunshots,7,38.891,-76.947
