CA,TRIGGERTIME,INCIDENTTYPE,NUMSHOTS,LATITUDE,LONGITUDE
6D,2014-11-19 00:27:07.063,Single Gunshot,1,38.883,-76.942
6D,2014-11-18 22:32:40.443,Multiple Gunshots,6,38.906,-76.936
7D,2014-11-18 22:04:39.493,Single Gunshot,1,38.857,-76.974
6D,2014-11-18 21:56:33.837,Single Gunshot,1,38.89,-76.953
5D,2014-11-18 20:23:41.533,Multiple Gunshots,14,38.909,-76.984
6D,2014-11-18 19:28:25.057,Multiple Gunshots,3,38.876,-76.932
6D,2014-11-18 00:52:44.127,Multiple Gunshots,1,38.891,-76.927
6D,2014-11-17 16:04:13.960,Multiple Gunshots,2,38.876,-76.932
6D,2014-11-17 02:04:21.173,Multiple Gunshots,1,38.89,-76.957
7D,2014-11-17 00:02:29.487,Multiple Gunshots,2,38.848,-76.972
1D,2014-11-16 23:02:03.590,Multiple Gunshots,3,38.899,-76.974
6D,2014-11-16 17:11:09.140,Multiple Gunshots,4,38.876,-76.931
6D,2014-11-16 13:03:47.390,Single Gunshot,1,38.896,-76.941
4D,2014-11-16 06:00:06.477,Single Gunshot,1,38.949,-77.02
6D,2014-11-16 03:47:50.883,Single Gunshot,1,38.888,-76.956
4D,2014-11-16 03:12:11.063,Multiple Gunshots,3,38.947,-77.034
7D,2014-11-16 00:24:04.043,Single Gunshot,1,38.842,-76.989
7D,2014-11-15 22:04:14.887,Single Gunshot,1,38.838,-76.997
7D,2014-11-15 22:04:04.213,Single Gunshot,1,38.838,-76.997
6D,2014-11-15 19:50:36.807,Multiple Gunshots,5,38.876,-76.931
6D,2014-11-15 19:49:40.763,Single Gunshot,1,38.886,-76.924
6D,2014-11-15 19:06:18.047,Gunshot/Firework,1,38.876,-76.931
5D,2014-11-15 18:48:34.060,Single Gunshot,1,38.929,-76.972
6D,2014-11-15 18:29:06.133,Multiple Gunshots,7,38.877,-76.931
6D,2014-11-15 18:07:33.947,Single Gunshot,1,38.912,-76.935
7D,2014-11-15 18:05:04.487,Multiple Gunshots,6,38.842,-76.985
5D,2014-11-15 11:12:43.820,Multiple Gunshots,9,38.907,-76.991
6D,2014-11-15 10:32:41.567,Single Gunshot,1,38.901,-76.938
7D,2014-11-15 07:08:03.937,Single Gunshot,1,38.86,-76.967
6D,2014-11-15 02:29:19.990,Multiple Gunshots,4,38.911,-76.935
6D,2014-11-15 02:28:08.507,Single Gunshot,1,38.92,-76.93
6D,2014-11-15 02:26:25.130,Single Gunshot,1,38.904,-76.941
6D,2014-11-15 01:41:19.447,Single Gunshot,1,38.882,-76.935
7D,2014-11-15 00:15:15.420,Multiple Gunshots,3,38.858,-76.997
7D,2014-11-14 20:41:46.110,Multiple Gunshots,6,38.842,-76.986
6D,2014-11-14 20:06:14.637,Multiple Gunshots,2,38.875,-76.966
7D,2014-11-14 01:17:15.867,Multiple Gunshots,5,38.855,-76.971
5D,2014-11-13 22:40:41.087,Multiple Gunshots,2,38.92,-76.98
5D,2014-11-13 18:01:14.147,Multiple Gunshots,7,38.902,-76.975
7D,2014-11-13 15:40:16.557,Multiple Gunshots,5,38.846,-76.983
7D,2014-11-13 03:11:13.250,Single Gunshot,1,38.845,-77.004
6D,2014-11-13 02:03:10.993,Single Gunshot,1,38.89,-76.958
6D,2014-11-13 01:33:30.867,Single Gunshot,1,38.893,-76.948
7D,2014-11-13 00:33:59.523,Multiple Gunshots,3,38.843,-76.978
7D,2014-11-12 11:13:17.287,Multiple Gunshots,3,38.845,-76.997
6D,2014-11-12 05:13:42.937,Multiple Gunshots,4,38.864,-76.979
1D,2014-11-12 00:50:19.430,Single Gunshot,1,38.889,-76.966
5D,2014-11-12 00:50:19.430,Single Gunshot,1,38.889,-76.966
6D,2014-11-12 00:50:19.180,Gunshot/Firework,1,38.889,-76.966
7D,2014-11-12 00:26:17.570,Single Gunshot,1,38.844,-76.989
6D,2014-11-11 22:51:57.750,Single Gunshot,1,38.871,-76.938
6D,2014-11-11 22:01:21.400,Multiple Gunshots,5,38.881,-76.936
5D,2014-11-11 21:55:34.270,Multiple Gunshots,10,38.91,-76.985
7D,2014-11-11 20:52:21.703,Multiple Gunshots,1,38.827,-77.006
6D,2014-11-11 16:16:46.683,Single Gunshot,1,38.878,-76.927
6D,2014-11-11 04:06:50.437,Single Gunshot,1,38.89,-76.958
6D,2014-11-11 04:06:45.657,Multiple Gunshots,3,38.89,-76.958
6D,2014-11-11 03:09:37.260,Single Gunshot,1,38.895,-76.929
5D,2014-11-11 02:54:18.063,Multiple Gunshots,21,38.914,-76.998
1D,2014-11-11 01:49:25.700,Multiple Gunshots,2,38.904,-76.975
1D,2014-11-11 01:49:21.603,Single Gunshot,1,38.904,-76.975
5D,2014-11-11 01:49:20.463,Multiple Gunshots,4,38.904,-76.974
6D,2014-11-11 00:58:36.037,Single Gunshot,1,38.899,-76.931
7D,2014-11-11 00:46:56.803,Single Gunshot,1,38.842,-76.995
5D,2014-11-11 00:44:00.127,Multiple Gunshots,4,38.906,-76.988
5D,2014-11-10 23:57:59.200,Gunshot/Firework,1,38.919,-76.97
1D,2014-11-10 23:55:13.527,Single Gunshot,1,38.898,-76.981
5D,2014-11-10 23:55:13.527,Multiple Gunshots,1,38.898,-76.981
6D,2014-11-10 23:15:22.537,Single Gunshot,1,38.867,-76.983
1D,2014-11-10 23:07:22.757,Single Gunshot,1,38.899,-76.976
5D,2014-11-10 23:07:22.757,Multiple Gunshots,3,38.899,-76.976
5D,2014-11-10 23:06:57.187,Multiple Gunshots,4,38.899,-76.976
7D,2014-11-10 22:59:18.967,Single Gunshot,1,38.831,-77.004
7D,2014-11-10 22:58:50.693,Single Gunshot,1,38.831,-77.004
7D,2014-11-10 22:58:48.217,Single Gunshot,1,38.831,-77.004
7D,2014-11-10 22:58:38.870,Single Gunshot,1,38.833,-77.005
7D,2014-11-10 22:58:31.893,Multiple Gunshots,5,38.833,-77.004
7D,2014-11-10 22:58:20.097,Multiple Gunshots,11,38.832,-77.005
6D,2014-11-10 21:41:29.760,Multiple Gunshots,10,38.884,-76.929
5D,2014-11-10 21:34:02.270,Multiple Gunshots,6,38.907,-76.983
5D,2014-11-10 21:26:40.273,Single Gunshot,3,38.92,-76.972
5D,2014-11-10 21:26:26.790,Multiple Gunshots,6,38.902,-76.981
7D,2014-11-10 20:47:59.597,Multiple Gunshots,3,38.831,-77.005
6D,2014-11-10 19:30:32.430,Multiple Gunshots,4,38.904,-76.931
6D,2014-11-10 19:30:24.970,Multiple Gunshots,10,38.882,-76.938
6D,2014-11-10 18:59:39.797,Multiple Gunshots,1,38.895,-76.929
6D,2014-11-10 18:49:08.410,Multiple Gunshots,6,38.858,-76.969
6D,2014-11-10 17:41:54.957,Single Gunshot,1,38.882,-76.931
5D,2014-11-10 05:15:00.373,Single Gunshot,1,38.92,-76.99
6D,2014-11-10 04:16:51.670,Multiple Gunshots,6,38.88,-76.927
5D,2014-11-10 02:34:31.397,Multiple Gunshots,2,38.912,-76.998
3D,2014-11-10 02:34:26.750,Single Gunshot,1,38.909,-77.002
5D,2014-11-10 02:34:24.783,Multiple Gunshots,6,38.911,-76.996
7D,2014-11-10 00:25:35.587,Single Gunshot,1,38.824,-77.006
6D,2014-11-09 23:12:54.500,Multiple Gunshots,6,38.898,-76.924
6D,2014-11-09 22:38:32.123,Multiple Gunshots,3,38.884,-76.959
6D,2014-11-09 19:33:52.137,Multiple Gunshots,9,38.885,-76.95
7D,2014-11-09 14:55:29.797,Multiple Gunshots,9,38.83,-77.004
7D,2014-11-09 13:03:49.190,Multiple Gunshots,4,38.842,-76.985
7D,2014-11-09 13:03:44.177,Multiple Gunshots,1,38.842,-76.985
6D,2014-11-09 04:28:05.773,Single Gunshot,1,38.892,-76.949
5D,2014-11-09 03:19:45.637,Multiple Gunshots,5,38.913,-76.989
5D,2014-11-09 03:19:44.543,Multiple Gunshots,3,38.913,-76.985
5D,2014-11-09 03:19:43.417,Single Gunshot,1,38.914,-76.986
5D,2014-11-09 03:19:40.893,Multiple Gunshots,4,38.911,-76.983
5D,2014-11-09 03:19:29.643,Single Gunshot,1,38.909,-76.984
6D,2014-11-09 03:17:50.207,Single Gunshot,1,38.895,-76.93
5D,2014-11-09 02:56:49.493,Single Gunshot,1,38.907,-77.005
7D,2014-11-09 01:34:45.193,Single Gunshot,1,38.842,-76.989
7D,2014-11-09 00:36:51.157,Multiple Gunshots,3,38.827,-76.999
7D,2014-11-08 22:36:16.233,Multiple Gunshots,3,38.827,-77
7D,2014-11-08 22:36:10.247,Multiple Gunshots,5,38.825,-77.003
7D,2014-11-08 22:15:43.547,Multiple Gunshots,4,38.826,-77.005
6D,2014-11-08 21:49:04.907,Single Gunshot,1,38.862,-76.986
7D,2014-11-08 21:40:25.080,Multiple Gunshots,3,38.837,-77.005
7D,2014-11-08 21:18:21.177,Multiple Gunshots,4,38.852,-76.965
7D,2014-11-08 20:31:01.490,Multiple Gunshots,6,38.825,-77.002
7D,2014-11-08 20:26:36.443,Single Gunshot,1,38.848,-76.972
6D,2014-11-08 20:03:42.867,Single Gunshot,1,38.892,-76.948
6D,2014-11-08 19:39:46.173,Multiple Gunshots,2,38.894,-76.954
1D,2014-11-08 17:26:25.780,Multiple Gunshots,1,38.877,-77.014
7D,2014-11-08 15:41:32.607,Single Gunshot,1,38.827,-77.002
6D,2014-11-08 15:35:46.620,Multiple Gunshots,3,38.889,-76.97
6D,2014-11-08 12:51:48.110,Single Gunshot,1,38.896,-76.92
6D,2014-11-08 12:33:28.980,Single Gunshot,1,38.9,-76.926
7D,2014-11-08 11:12:05.740,Single Gunshot,1,38.821,-77
1D,2014-11-08 11:00:22.420,Multiple Gunshots,1,38.877,-77.014
7D,2014-11-08 04:28:59.620,Multiple Gunshots,6,38.846,-76.972
5D,2014-11-08 03:48:17.417,Single Gunshot,1,38.92,-76.98
7D,2014-11-08 01:53:30.877,Single Gunshot,1,38.826,-77.002
3D,2014-11-08 01:00:44.547,Single Gunshot,1,38.907,-77.023
7D,2014-11-08 00:07:52.267,Multiple Gunshots,3,38.845,-76.972
6D,2014-11-08 00:01:14.083,Multiple Gunshots,2,38.893,-76.929
7D,2014-11-08 00:00:26.687,Single Gunshot,1,38.827,-77.002
7D,2014-11-07 23:10:56.377,Single Gunshot,1,38.85,-76.977
7D,2014-11-07 22:50:55.643,Multiple Gunshots,4,38.863,-76.992
5D,2014-11-07 22:22:36.457,Multiple Gunshots,4,38.909,-76.983
7D,2014-11-07 21:35:57.187,Multiple Gunshots,4,38.846,-77.002
7D,2014-11-07 21:35:20.207,Multiple Gunshots,6,38.847,-77.002
7D,2014-11-07 15:22:43.567,Multiple Gunshots,3,38.851,-76.977
7D,2014-11-07 14:38:07.503,Multiple Gunshots,4,38.83,-77.001
6D,2014-11-07 10:44:02.013,Multiple Gunshots,2,38.884,-76.945
7D,2014-11-07 01:18:33.223,Multiple Gunshots,9,38.838,-76.988
5D,2014-11-06 23:48:16.917,Gunshot/Firework,1,38.913,-76.991
6D,2014-11-06 23:36:12.690,Gunshot/Firework,2,38.893,-76.922
5D,2014-11-06 22:13:58.293,Multiple Gunshots,3,38.927,-76.974
4D,2014-11-06 21:35:19.427,Gunshot/Firework,1,38.943,-77.026
7D,2014-11-06 20:56:01.680,Single Gunshot,1,38.827,-77.002
7D,2014-11-06 19:58:54.337,Multiple Gunshots,3,38.841,-76.985
7D,2014-11-06 01:47:04.460,Multiple Gunshots,5,38.847,-76.975
7D,2014-11-06 01:47:02.863,Multiple Gunshots,3,38.842,-76.99
7D,2014-11-06 01:47:01.937,Single Gunshot,1,38.845,-76.988
7D,2014-11-06 01:46:58.000,Multiple Gunshots,9,38.847,-76.975
7D,2014-11-05 21:07:55.117,Multiple Gunshots,3,38.821,-77.008
3D,2014-11-05 20:09:44.950,Multiple Gunshots,2,38.923,-77.026
1D,2014-11-05 18:13:46.257,Gunshot/Firework,1,38.9,-76.982
6D,2014-11-05 17:58:08.807,Multiple Gunshots,10,38.902,-76.931
6D,2014-11-05 03:32:21.720,Single Gunshot,1,38.885,-76.953
4D,2014-11-05 03:03:23.450,Single Gunshot,1,38.94,-77.029
7D,2014-11-05 00:36:30.987,Multiple Gunshots,4,38.845,-76.973
6D,2014-11-05 00:32:52.137,Single Gunshot,1,38.884,-76.955
7D,2014-11-04 23:47:09.020,Single Gunshot,1,38.854,-76.972
7D,2014-11-04 23:44:46.960,Gunshot/Firework,1,38.827,-76.995
4D,2014-11-04 23:21:29.927,Single Gunshot,1,38.948,-77.02
7D,2014-11-04 22:54:01.363,Single Gunshot,1,38.827,-76.996
5D,2014-11-04 22:01:09.630,Multiple Gunshots,4,38.908,-76.988
7D,2014-11-04 20:49:28.113,Multiple Gunshots,11,38.835,-77.004
7D,2014-11-04 09:15:46.717,Multiple Gunshots,8,38.844,-76.978
5D,2014-11-04 06:32:32.363,Multiple Gunshots,2,38.911,-76.997
7D,2014-11-04 02:33:40.527,Multiple Gunshots,2,38.834,-76.983
5D,2014-11-04 02:17:02.507,Single Gunshot,1,38.918,-76.996
6D,2014-11-04 02:06:33.817,Multiple Gunshots,2,38.89,-76.958
3D,2014-11-04 01:43:20.700,Multiple Gunshots,2,38.928,-77.028
6D,2014-11-04 01:22:03.733,Multiple Gunshots,4,38.905,-76.948
7D,2014-11-04 00:35:42.087,Multiple Gunshots,4,38.845,-76.971
6D,2014-11-04 00:31:03.597,Multiple Gunshots,2,38.873,-76.935
5D,2014-11-03 23:36:50.580,Multiple Gunshots,2,38.923,-77.002
7D,2014-11-03 23:18:25.103,Single Gunshot,1,38.85,-76.973
7D,2014-11-03 23:15:11.810,Single Gunshot,1,38.85,-76.973
7D,2014-11-03 23:11:49.763,Single Gunshot,1,38.846,-76.977
6D,2014-11-03 22:09:59.790,Single Gunshot,1,38.882,-76.935
3D,2014-11-03 21:30:20.093,Multiple Gunshots,8,38.912,-77.022
3D,2014-11-03 21:29:55.857,Multiple Gunshots,3,38.914,-77.022
6D,2014-11-03 20:19:07.227,Multiple Gunshots,3,38.893,-76.925
6D,2014-11-02 04:59:03.743,Multiple Gunshots,2,38.911,-76.936
7D,2014-11-02 03:26:00.707,Multiple Gunshots,4,38.838,-76.992
1D,2014-11-02 02:34:30.297,Multiple Gunshots,1,38.898,-76.982
6D,2014-11-02 02:25:16.397,Single Gunshot,1,38.883,-76.959
6D,2014-11-02 02:24:51.653,Single Gunshot,1,38.883,-76.959
3D,2014-11-02 01:16:20.367,Single Gunshot,1,38.918,-77.033
3D,2014-11-02 01:16:15.467,Gunshot/Firework,1,38.919,-77.035
3D,2014-11-02 01:16:09.490,Gunshot/Firework,1,38.918,-77.033
7D,2014-10-31 19:28:02.197,Multiple Gunshots,7,38.858,-76.968
6D,2014-10-31 11:32:56.523,Multiple Gunshots,3,38.889,-76.932
7D,2014-10-31 02:38:27.270,Single Gunshot,1,38.836,-76.985
6D,2014-10-31 00:01:04.437,Single Gunshot,1,38.886,-76.953
6D,2014-10-30 23:54:33.797,Single Gunshot,1,38.883,-76.95
6D,2014-10-30 23:53:55.313,Single Gunshot,1,38.883,-76.949
7D,2014-10-30 23:33:19.050,Single Gunshot,1,38.835,-77.002
4D,2014-10-30 21:54:22.773,Single Gunshot,1,38.944,-77.015
6D,2014-10-30 20:21:37.040,Multiple Gunshots,2,38.877,-76.931
6D,2014-10-30 17:57:09.633,Multiple Gunshots,2,38.891,-76.919
5D,2014-10-30 02:59:25.857,Single Gunshot,1,38.91,-76.986
6D,2014-10-30 01:27:49.183,Single Gunshot,1,38.881,-76.939
6D,2014-10-30 00:48:13.583,Single Gunshot,1,38.873,-76.929
6D,2014-10-30 00:47:29.223,Single Gunshot,1,38.906,-76.927
6D,2014-10-30 00:08:57.077,Multiple Gunshots,5,38.872,-76.97
7D,2014-10-29 23:14:54.627,Single Gunshot,1,38.835,-76.99
7D,2014-10-29 01:41:08.737,Single Gunshot,1,38.828,-76.996
6D,2014-10-29 01:25:36.927,Multiple Gunshots,2,38.893,-76.92
7D,2014-10-29 01:00:12.690,Single Gunshot,1,38.837,-76.988
7D,2014-10-28 23:49:30.420,Multiple Gunshots,5,38.844,-76.998
3D,2014-10-28 23:25:37.457,Multiple Gunshots,1,38.922,-77.025
7D,2014-10-28 23:18:15.640,Multiple Gunshots,12,38.844,-76.978
5D,2014-10-28 23:12:44.547,Gunshot/Firework,1,38.895,-76.981
1D,2014-10-28 23:12:43.850,Single Gunshot,1,38.895,-76.98
4D,2014-10-28 22:42:37.937,Multiple Gunshots,1,38.95,-77.024
4D,2014-10-28 22:38:21.700,Single Gunshot,1,38.949,-77.017
5D,2014-10-28 22:36:47.703,Multiple Gunshots,2,38.903,-76.977
6D,2014-10-28 21:44:40.097,Single Gunshot,1,38.893,-76.924
7D,2014-10-28 21:32:38.003,Single Gunshot,1,38.834,-76.987
6D,2014-10-28 15:57:00.743,Single Gunshot,1,38.889,-76.953
5D,2014-10-28 03:06:19.937,Gunshot/Firework,1,38.908,-76.986
7D,2014-10-28 03:00:33.103,Single Gunshot,1,38.856,-76.973
6D,2014-10-28 00:41:28.200,Single Gunshot,1,38.876,-76.922
5D,2014-10-28 00:36:56.943,Single Gunshot,1,38.906,-77.009
6D,2014-10-28 00:18:22.800,Gunshot/Firework,1,38.892,-76.944
6D,2014-10-28 00:18:15.813,Multiple Gunshots,4,38.892,-76.944
6D,2014-10-28 00:07:02.607,Multiple Gunshots,3,38.885,-76.922
6D,2014-10-28 00:02:48.887,Multiple Gunshots,3,38.858,-76.979
1D,2014-10-27 23:51:39.497,Multiple Gunshots,3,38.863,-77.007
5D,2014-10-27 23:47:30.487,Single Gunshot,1,38.931,-76.964
5D,2014-10-27 23:47:22.933,Single Gunshot,1,38.931,-76.964
6D,2014-10-27 23:45:31.863,Single Gunshot,1,38.886,-76.925
6D,2014-10-27 23:43:44.730,Multiple Gunshots,5,38.88,-76.927
6D,2014-10-27 23:43:35.840,Multiple Gunshots,3,38.881,-76.928
6D,2014-10-27 23:43:07.313,Multiple Gunshots,3,38.909,-76.934
1D,2014-10-27 23:27:20.907,Single Gunshot,1,38.877,-77.014
5D,2014-10-27 22:11:57.293,Gunshot/Firework,1,38.901,-76.986
5D,2014-10-27 19:30:59.913,Multiple Gunshots,3,38.901,-76.979
1D,2014-10-27 18:58:10.727,Multiple Gunshots,7,38.872,-77.017
1D,2014-10-27 02:08:21.203,Single Gunshot,1,38.899,-76.974
5D,2014-10-27 02:08:21.203,Single Gunshot,1,38.899,-76.974
1D,2014-10-26 23:47:59.247,Multiple Gunshots,6,38.877,-77.013
7D,2014-10-26 23:35:25.593,Single Gunshot,1,38.844,-76.977
1D,2014-10-26 23:10:15.110,Multiple Gunshots,10,38.878,-77.014
7D,2014-10-26 23:07:59.900,Single Gunshot,1,38.824,-77.002
6D,2014-10-26 16:28:10.793,Multiple Gunshots,6,38.892,-76.924
7D,2014-10-26 12:31:57.580,Multiple Gunshots,4,38.85,-76.973
7D,2014-10-26 12:31:53.410,Multiple Gunshots,2,38.85,-76.974
4D,2014-10-26 10:06:29.813,Single Gunshot,1,38.942,-77.03
6D,2014-10-26 09:32:37.940,Single Gunshot,1,38.894,-76.929
7D,2014-10-26 03:45:39.207,Single Gunshot,1,38.844,-77
6D,2014-10-26 03:31:47.847,Single Gunshot,1,38.906,-76.926
3D,2014-10-26 03:12:16.587,Multiple Gunshots,3,38.936,-77.03
4D,2014-10-26 03:12:16.587,Multiple Gunshots,5,38.937,-77.029
7D,2014-10-26 02:58:43.010,Multiple Gunshots,5,38.844,-76.999
5D,2014-10-26 02:38:03.107,Single Gunshot,1,38.922,-76.986
7D,2014-10-26 02:22:46.590,Single Gunshot,1,38.842,-76.987
7D,2014-10-26 02:21:16.030,Single Gunshot,1,38.836,-76.992
7D,2014-10-26 02:20:52.550,Multiple Gunshots,20,38.836,-76.992
7D,2014-10-26 02:17:45.957,Single Gunshot,1,38.839,-76.993
6D,2014-10-26 02:17:33.203,Single Gunshot,1,38.901,-76.946
7D,2014-10-26 01:58:14.530,Single Gunshot,1,38.824,-77.001
5D,2014-10-26 01:06:43.043,Multiple Gunshots,7,38.903,-76.983
7D,2014-10-26 00:32:32.457,Single Gunshot,1,38.827,-76.997
6D,2014-10-26 00:00:11.977,Single Gunshot,1,38.897,-76.941
1D,2014-10-25 23:36:20.550,Multiple Gunshots,2,38.889,-76.983
1D,2014-10-25 23:32:25.980,Single Gunshot,1,38.889,-76.983
7D,2014-10-25 23:29:39.390,Multiple Gunshots,3,38.856,-76.967
6D,2014-10-25 23:29:35.387,Multiple Gunshots,6,38.885,-76.958
6D,2014-10-25 23:29:28.657,Multiple Gunshots,7,38.889,-76.966
6D,2014-10-25 23:22:29.127,Multiple Gunshots,5,38.868,-76.948
1D,2014-10-25 23:18:44.437,Single Gunshot,1,38.893,-76.979
3D,2014-10-25 22:50:19.033,Multiple Gunshots,2,38.911,-77.022
3D,2014-10-25 22:50:17.610,Multiple Gunshots,3,38.91,-77.021
3D,2014-10-25 22:50:09.250,Multiple Gunshots,9,38.911,-77.022
5D,2014-10-25 22:37:17.647,Single Gunshot,1,38.911,-77.008
5D,2014-10-25 22:19:27.923,Single Gunshot,1,38.934,-76.976
5D,2014-10-25 22:18:59.227,Gunshot/Firework,1,38.934,-76.975
5D,2014-10-25 22:18:44.533,Gunshot/Firework,1,38.934,-76.976
5D,2014-10-25 22:10:49.483,Multiple Gunshots,9,38.922,-76.987
1D,2014-10-25 21:58:13.073,Multiple Gunshots,3,38.871,-77.011
6D,2014-10-25 20:50:58.963,Multiple Gunshots,8,38.876,-76.931
6D,2014-10-25 04:44:58.340,Single Gunshot,1,38.899,-76.926
3D,2014-10-25 04:42:25.653,Single Gunshot,1,38.919,-77.028
5D,2014-10-25 04:37:48.947,Single Gunshot,1,38.917,-77.011
3D,2014-10-25 04:37:48.747,Gunshot/Firework,1,38.918,-77.011
7D,2014-10-25 04:34:40.240,Single Gunshot,1,38.842,-76.986
6D,2014-10-25 03:37:42.397,Single Gunshot,1,38.911,-76.936
7D,2014-10-25 03:08:40.800,Single Gunshot,1,38.847,-77.001
7D,2014-10-25 02:19:56.990,Multiple Gunshots,2,38.857,-76.971
7D,2014-10-25 01:40:37.190,Multiple Gunshots,4,38.84,-76.989
1D,2014-10-25 01:31:32.813,Multiple Gunshots,2,38.905,-76.983
5D,2014-10-25 01:31:31.527,Single Gunshot,1,38.904,-76.983
7D,2014-10-25 01:24:11.167,Single Gunshot,1,38.831,-77.005
7D,2014-10-25 00:17:49.417,Multiple Gunshots,2,38.835,-76.991
7D,2014-10-25 00:17:34.047,Multiple Gunshots,4,38.835,-76.991
7D,2014-10-25 00:15:34.033,Multiple Gunshots,6,38.835,-76.991
7D,2014-10-25 00:02:27.817,Single Gunshot,1,38.834,-77.007
6D,2014-10-24 23:21:12.977,Multiple Gunshots,8,38.883,-76.93
1D,2014-10-24 23:14:58.207,Multiple Gunshots,5,38.903,-76.987
5D,2014-10-24 23:14:58.207,Multiple Gunshots,5,38.903,-76.987
5D,2014-10-24 23:13:54.260,Gunshot/Firework,1,38.903,-76.987
6D,2014-10-24 15:32:19.807,Multiple Gunshots,4,38.884,-76.922
4D,2014-10-24 07:29:03.853,Multiple Gunshots,3,38.944,-77.029
1D,2014-10-24 03:17:22.357,Multiple Gunshots,7,38.898,-76.982
7D,2014-10-24 02:48:38.727,Multiple Gunshots,1,38.858,-76.997
1D,2014-10-24 02:43:33.123,Multiple Gunshots,1,38.899,-76.976
5D,2014-10-24 02:43:33.123,Single Gunshot,1,38.899,-76.976
1D,2014-10-24 02:43:21.427,Single Gunshot,1,38.899,-76.976
5D,2014-10-24 02:26:59.183,Single Gunshot,1,38.936,-76.955
6D,2014-10-24 00:20:16.500,Multiple Gunshots,6,38.902,-76.942
7D,2014-10-24 00:15:30.270,Single Gunshot,1,38.858,-76.985
7D,2014-10-24 00:15:14.423,Single Gunshot,1,38.858,-76.985
7D,2014-10-23 23:23:00.643,Single Gunshot,1,38.834,-76.991
7D,2014-10-23 23:22:42.923,Multiple Gunshots,5,38.835,-76.991
6D,2014-10-23 23:20:20.607,Multiple Gunshots,7,38.897,-76.925
6D,2014-10-23 23:20:16.347,Multiple Gunshots,5,38.899,-76.925
1D,2014-10-23 20:43:16.337,Multiple Gunshots,6,38.903,-76.985
5D,2014-10-23 20:43:15.187,Multiple Gunshots,5,38.903,-76.985
7D,2014-10-23 20:11:51.663,Single Gunshot,1,38.862,-76.98
6D,2014-10-23 20:04:18.173,Multiple Gunshots,3,38.899,-76.926
6D,2014-10-23 17:51:06.563,Multiple Gunshots,5,38.875,-76.962
6D,2014-10-23 17:06:09.630,Multiple Gunshots,5,38.902,-76.934
5D,2014-10-23 03:27:34.207,Single Gunshot,1,38.909,-77.001
5D,2014-10-23 02:27:07.700,Single Gunshot,1,38.914,-77
7D,2014-10-23 01:10:45.450,Single Gunshot,1,38.834,-76.991
7D,2014-10-23 01:10:29.940,Multiple Gunshots,6,38.835,-76.991
7D,2014-10-23 01:10:24.117,Single Gunshot,1,38.835,-76.991
7D,2014-10-23 01:10:15.387,Single Gunshot,1,38.835,-76.991
1D,2014-10-22 23:26:39.430,Gunshot/Firework,1,38.898,-76.976
4D,2014-10-22 20:57:23.547,Gunshot/Firework,4,38.954,-77.01
6D,2014-10-22 19:49:17.320,Multiple Gunshots,2,38.897,-76.932
5D,2014-10-22 19:07:39.357,Multiple Gunshots,5,38.906,-76.99
5D,2014-10-22 18:59:42.780,Multiple Gunshots,4,38.907,-76.991
7D,2014-10-22 13:29:05.170,Multiple Gunshots,3,38.858,-76.998
6D,2014-10-22 10:31:51.847,Single Gunshot,1,38.901,-76.937
5D,2014-10-22 03:57:57.070,Single Gunshot,1,38.921,-76.987
7D,2014-10-22 02:08:29.173,Single Gunshot,1,38.829,-77.002
7D,2014-10-22 00:27:19.390,Multiple Gunshots,2,38.844,-76.999
6D,2014-10-21 23:41:53.870,Single Gunshot,1,38.91,-76.936
6D,2014-10-21 08:11:49.043,Single Gunshot,1,38.892,-76.928
6D,2014-10-21 04:32:32.210,Single Gunshot,1,38.901,-76.952
7D,2014-10-21 03:29:25.377,Multiple Gunshots,1,38.826,-76.999
7D,2014-10-21 03:27:37.740,Single Gunshot,1,38.845,-76.981
7D,2014-10-21 03:25:22.143,Single Gunshot,1,38.845,-76.981
6D,2014-10-21 01:36:12.967,Single Gunshot,1,38.867,-76.964
7D,2014-10-21 01:08:35.287,Single Gunshot,1,38.846,-76.972
6D,2014-10-21 00:46:09.980,Single Gunshot,1,38.892,-76.951
7D,2014-10-20 23:37:53.853,Single Gunshot,1,38.827,-76.991
6D,2014-10-20 23:35:41.553,Single Gunshot,1,38.89,-76.952
6D,2014-10-20 17:12:33.570,Multiple Gunshots,1,38.868,-76.947
6D,2014-10-20 13:48:31.670,Multiple Gunshots,3,38.891,-76.951
7D,2014-10-20 10:05:31.243,Multiple Gunshots,7,38.847,-76.975
4D,2014-10-20 02:42:54.627,Multiple Gunshots,26,38.951,-77.023
7D,2014-10-20 02:38:42.467,Single Gunshot,1,38.835,-77.003
6D,2014-10-20 01:36:51.487,Single Gunshot,1,38.896,-76.94
5D,2014-10-20 00:35:47.840,Single Gunshot,1,38.898,-76.982
1D,2014-10-20 00:35:46.827,Single Gunshot,1,38.898,-76.982
1D,2014-10-19 23:58:57.200,Multiple Gunshots,4,38.9,-76.982
5D,2014-10-19 23:58:57.200,Multiple Gunshots,5,38.9,-76.982
6D,2014-10-19 20:43:52.253,Multiple Gunshots,3,38.891,-76.951
7D,2014-10-19 19:31:00.827,Single Gunshot,1,38.845,-76.972
7D,2014-10-19 13:29:53.810,Multiple Gunshots,8,38.85,-76.975
5D,2014-10-19 10:38:24.130,Multiple Gunshots,4,38.922,-76.993
