tabblk2010,st,stusps,stname,cty,ctyname,trct,trctname,bgrp,bgrpname,cbsa,cbsaname,zcta,zctaname,stplc,stplcname,ctycsub,ctycsubname,stcd114,stcd114name,stsldl,stsldlname,stsldu,stslduname,stschool,stschoolname,stsecon,stseconname,trib,tribname,tsub,tsubname,stanrc,stanrcname,necta,nectaname,mil,milname,stwib,stwibname,createdate
110010008013020,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013021,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013022,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013023,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013024,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013025,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013026,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013027,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013028,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013029,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013030,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013031,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013032,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013033,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013034,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008013035,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008013,"3 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20016,20016,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008014014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000801,"8.01 (District of Columbia, DC)",110010008014,"4 (Tract 8.01, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021003,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021004,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021005,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021006,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021007,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021008,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021009,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021010,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021011,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021012,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021013,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021014,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021015,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021016,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021017,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11002,"Ward 2, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021018,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008021019,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008021,"1 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022000,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022001,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
110010008022002,11,DC,District of Columbia,11001,"District of Columbia, DC",11001000802,"8.02 (District of Columbia, DC)",110010008022,"2 (Tract 8.02, District of Columbia, DC)",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20007,20007,1150000,"Washington city, DC",1100150000,"Washington city (District of Columbia, DC)",1198,DC-Delegate,99999,,11003,"Ward 3, DC",1100030,"District of Columbia Public Schools, DC",9999999,,99999,,9999999,,9999999,,99999,,9999999999999999999999,,11000001,01 District of Columbia WIB,20160222
