"","STREETSEGID","freq"
"1725",2418,42
"1726",2419,836
"1727",2420,125
"1728",2421,2
"1729",2422,1
"1730",2424,512
"1731",2425,424
"1732",2427,57
"1733",2429,52
"1734",2431,207
"1735",2432,15
"1736",2433,4
"1737",2435,9
"1738",2437,37
"1739",2438,2016
"1740",2439,34
"1741",2440,843
"1742",2441,145
"1743",2442,2
"1744",2443,143
"1745",2444,27
"1746",2446,52
"1747",2450,136
"1748",2451,20
"1749",2452,36
"1750",2453,36
"1751",2454,131
"1752",2456,127
"1753",2457,188
"1754",2458,31
"1755",2460,4
"1756",2465,32
"1757",2466,15
"1758",2469,1
"1759",2470,769
"1760",2471,710
"1761",2472,99
"1762",2474,188
"1763",2475,16
"1764",2478,2
"1765",2479,4
"1766",2480,21
"1767",2484,111
"1768",2486,23
"1769",2488,300
"1770",2489,6
"1771",2490,28
"1772",2491,442
"1773",2494,22
"1774",2495,2
"1775",2496,11
"1776",2497,3717
"1777",2499,48
"1778",2500,3
"1779",2501,6
"1780",2503,26
"1781",2505,37
"1782",2507,28
"1783",2508,513
"1784",2509,892
"1785",2510,24
"1786",2511,16
"1787",2512,709
"1788",2513,47
"1789",2514,46
"1790",2515,1
"1791",2516,63
"1792",2518,6
"1793",2519,4
"1794",2520,18
"1795",2521,62
"1796",2522,134
"1797",2523,16
"1798",2525,2
"1799",2526,2
"1800",2527,83
"1801",2528,2
"1802",2529,386
"1803",2530,6
"1804",2533,193
"1805",2534,2
"1806",2535,16
"1807",2536,653
"1808",2537,3
"1809",2538,708
"1810",2539,140
"1811",2540,471
"1812",2541,20
"1813",2542,77
"1814",2543,220
"1815",2545,26
"1816",2546,111
"1817",2548,62
"1818",2552,3232
"1819",2557,2
"1820",2558,8
"1821",2560,12
"1822",2561,40
"1823",2563,109
"1824",2567,51
"1825",2568,2
"1826",2569,51
"1827",2570,737
"1828",2573,14
"1829",2574,6
"1830",2575,32
"1831",2576,16
"1832",2577,170
"1833",2578,61
"1834",2580,1
"1835",2582,629
"1836",2583,1036
"1837",2584,558
"1838",2588,99
"1839",2589,12
"1840",2590,196
"1841",2592,27
"1842",2593,570
"1843",2596,2
"1844",2598,169
"1845",2599,45
"1846",2601,2
"1847",2604,10
"1848",2605,15
"1849",2609,2450
"1850",2610,1377
"1851",2613,123
"1852",2614,249
"1853",2615,32
"1854",2616,163
"1855",2617,93
"1856",2618,195
"1857",2619,23
"1858",2621,1
"1859",2622,12
"1860",2623,507
"1861",2626,18
"1862",2627,2
"1863",2628,544
"1864",2631,42
"1865",2632,8
"1866",2634,144
"1867",2635,1914
"1868",2637,4
"1869",2639,296
"1870",2640,1232
"1871",2641,270
"1872",2642,126
"1873",2643,48
"1874",2644,181
"1875",2646,864
"1876",2647,7
"1877",2648,9
"1878",2650,22
"1879",2651,14
"1880",2653,115
"1881",2654,35
"1882",2655,11
"1883",2657,1
"1884",2658,347
"1885",2663,35
"1886",2665,55
"1887",2667,131
"1888",2668,7
"1889",2669,130
"1890",2672,60
"1891",2675,28
"1892",2676,110
"1893",2677,29
"1894",2679,349
"1895",2680,123
"1896",2682,64
"1897",2684,179
"1898",2685,25
"1899",2686,21
"1900",2687,46
"1901",2689,45
"1902",2690,16
"1903",2691,83
"1904",2694,7
"1905",2695,8
"1906",2696,3
"1907",2698,126
"1908",2700,12
"1909",2701,922
"1910",2702,54
"1911",2703,699
"1912",2708,8
"1913",2709,1
"1914",2711,2189
"1915",2712,33
"1916",2715,2
"1917",2716,128
"1918",2717,23
"1919",2718,118
"1920",2719,147
"1921",2721,343
"1922",2723,42
"1923",2725,26
"1924",2726,19
"1925",2727,2
"1926",2728,737
"1927",2729,239
"1928",2730,4
"1929",2732,43
"1930",2733,129
"1931",2734,41
"1932",2735,198
"1933",2737,180
"1934",2739,94
"1935",2740,12
"1936",2741,84
"1937",2743,57
"1938",2745,332
"1939",2746,14
"1940",2747,6
"1941",2748,30
"1942",2749,70
"1943",2751,78
"1944",2752,57
"1945",2756,104
"1946",2757,8
"1947",2758,93
"1948",2759,988
"1949",2761,3
"1950",2762,804
"1951",2763,12
"1952",2764,625
"1953",2767,754
"1954",2769,52
"1955",2771,20
"1956",2772,1726
"1957",2775,74
"1958",2776,6319
"1959",2777,129
"1960",2778,93
"1961",2780,5
"1962",2783,4995
"1963",2784,4
"1964",2787,64
"1965",2788,20
"1966",2789,7
"1967",2790,1822
"1968",2793,21
"1969",2794,2
"1970",2800,339
"1971",2801,1
"1972",2803,158
"1973",2804,178
"1974",2808,39
"1975",2809,83
"1976",2811,4
"1977",2814,289
"1978",2815,13
"1979",2817,1085
"1980",2820,1
"1981",2823,14
"1982",2824,11
"1983",2827,39
"1984",2828,2
"1985",2829,123
"1986",2831,1476
"1987",2832,46
"1988",2833,18
"1989",2834,16
"1990",2835,6
"1991",2838,6
"1992",2839,9
"1993",2840,804
"1994",2841,36
"1995",2842,26
"1996",2844,209
"1997",2845,1
"1998",2846,337
"1999",2847,10
"2000",2848,1229
"2001",2850,2
"2002",2851,35
"2003",2855,111
"2004",2857,51
"2005",2858,12
"2006",2859,43
"2007",2865,906
"2008",2866,48
"2009",2867,50
"2010",2869,10
"2011",2871,55
"2012",2872,58
"2013",2873,34
"2014",2874,13
"2015",2875,52
"2016",2876,8
"2017",2877,48
"2018",2878,21
"2019",2879,56
"2020",2881,64
"2021",2882,269
"2022",2884,1460
"2023",2886,5
"2024",2888,2
"2025",2889,2
"2026",2890,25
"2027",2891,1
"2028",2892,103
"2029",2893,393
"2030",2894,283
"2031",2895,2
"2032",2897,16
"2033",2900,28
"2034",2901,4
"2035",2902,68
"2036",2903,52
"2037",2904,113
"2038",2905,40
"2039",2907,20
"2040",2908,624
"2041",2909,26
"2042",2910,4
"2043",2911,28
"2044",2912,182
"2045",2913,16
"2046",2915,159
"2047",2916,145
"2048",2917,21
"2049",2918,4
"2050",2919,1007
"2051",2921,25
"2052",2925,826
"2053",2927,35
"2054",2928,98
"2055",2930,5
"2056",2931,9
"2057",2932,663
"2058",2934,289
"2059",2936,4
"2060",2937,11
"2061",2938,316
"2062",2939,55
"2063",2940,8
"2064",2941,403
"2065",2942,2
"2066",2943,19
"2067",2944,235
"2068",2945,36
"2069",2946,38
"2070",2947,125
"2071",2948,93
"2072",2949,3
"2073",2950,30
"2074",2953,62
"2075",2954,12
"2076",2957,4
"2077",2958,53
"2078",2961,85
"2079",2964,51
"2080",2965,6
"2081",2966,397
"2082",2967,505
"2083",2970,187
"2084",2971,1
"2085",2972,110
"2086",2973,51
"2087",2974,20
"2088",2975,14
"2089",2977,159
"2090",2978,2
"2091",2980,13
"2092",2983,4
"2093",2984,7
"2094",2985,21
"2095",2986,596
"2096",2987,3
"2097",2991,691
"2098",2992,4
"2099",2993,224
"2100",2996,1
"2101",2997,77
"2102",2998,7
"2103",3002,8
"2104",3003,36
"2105",3004,6
"2106",3006,15
"2107",3007,2412
"2108",3008,27
"2109",3009,68
"2110",3010,56
"2111",3011,11
"2112",3012,199
"2113",3013,4
"2114",3015,49
"2115",3016,44
"2116",3017,6
"2117",3019,28
"2118",3022,256
"2119",3023,520
"2120",3024,1
"2121",3025,158
"2122",3026,830
"2123",3028,959
"2124",3030,1240
"2125",3031,1
"2126",3032,199
"2127",3034,355
"2128",3035,3
"2129",3036,425
"2130",3039,200
"2131",3041,110
"2132",3042,125
"2133",3043,4
"2134",3044,43
"2135",3045,1
"2136",3046,53
"2137",3047,88
"2138",3051,301
"2139",3053,424
"2140",3055,445
"2141",3056,6
"2142",3057,2
"2143",3058,28
"2144",3059,3
"2145",3060,174
"2146",3061,2
"2147",3062,176
"2148",3063,64
"2149",3064,44
"2150",3065,20
"2151",3066,6
"2152",3069,10
"2153",3070,773
"2154",3071,95
"2155",3073,31
"2156",3074,1297
"2157",3075,48
"2158",3076,45
"2159",3077,4
"2160",3078,33
"2161",3079,2
"2162",3081,5
"2163",3082,34
"2164",3083,56
"2165",3087,230
"2166",3089,2
"2167",3090,23
"2168",3091,174
"2169",3092,158
"2170",3093,248
"2171",3095,18
"2172",3096,213
"2173",3097,157
"2174",3098,58
"2175",3099,1574
"2176",3100,3
"2177",3103,52
"2178",3107,163
"2179",3108,33
"2180",3109,1460
"2181",3110,12
"2182",3111,4
"2183",3117,82
"2184",3118,712
"2185",3119,16
"2186",3120,9
"2187",3122,365
"2188",3123,6
"2189",3124,97
"2190",3125,200
"2191",3126,46
"2192",3127,10
"2193",3128,97
"2194",3130,32
"2195",3131,26
"2196",3133,4
"2197",3134,345
"2198",3135,680
"2199",3136,11
"2200",3137,253
"2201",3139,64
"2202",3141,12
"2203",3142,158
"2204",3144,468
"2205",3145,2
"2206",3147,376
"2207",3148,4
"2208",3149,115
"2209",3150,3
"2210",3151,769
"2211",3152,103
"2212",3153,6
"2213",3154,59
"2214",3155,45
"2215",3156,286
"2216",3158,31
"2217",3159,619
"2218",3160,47
"2219",3161,4
"2220",3162,1703
"2221",3163,4
"2222",3166,11
"2223",3168,86
"2224",3169,4
"2225",3170,91
"2226",3172,178
"2227",3175,26
"2228",3176,46
"2229",3177,81
"2230",3178,70
"2231",3180,26
"2232",3181,167
"2233",3182,21
"2234",3183,8
"2235",3184,25
"2236",3187,54
"2237",3188,68
"2238",3189,79
"2239",3190,21
"2240",3191,7
"2241",3192,2
"2242",3193,13
"2243",3194,118
"2244",3196,14
"2245",3197,2
"2246",3203,73
"2247",3204,2
"2248",3206,129
"2249",3207,4
"2250",3209,851
"2251",3210,177
"2252",3212,40
"2253",3213,415
"2254",3214,37
"2255",3215,39
"2256",3217,55
"2257",3218,772
"2258",3220,501
"2259",3221,149
"2260",3222,34
"2261",3223,66
"2262",3224,2
"2263",3225,353
"2264",3226,44
"2265",3227,8
"2266",3228,13
"2267",3230,394
"2268",3231,2
"2269",3232,255
"2270",3235,28
"2271",3237,163
"2272",3238,166
"2273",3239,230
"2274",3240,1631
"2275",3241,1
"2276",3242,28
"2277",3243,73
"2278",3244,146
"2279",3245,1903
"2280",3246,4
"2281",3248,42
"2282",3249,730
"2283",3250,617
"2284",3251,95
"2285",3252,13
"2286",3254,4
"2287",3255,25
"2288",3256,6
"2289",3257,522
"2290",3258,2
"2291",3259,520
"2292",3260,325
"2293",3262,482
"2294",3264,36
"2295",3265,590
"2296",3266,876
"2297",3267,240
"2298",3269,4
"2299",3270,982
"2300",3271,43
"2301",3272,34
"2302",3273,292
"2303",3274,46
"2304",3278,45
"2305",3279,86
"2306",3282,2
"2307",3283,317
"2308",3284,1956
"2309",3285,794
"2310",3286,4
"2311",3287,190
"2312",3289,80
"2313",3290,48
"2314",3291,1
"2315",3292,118
"2316",3293,2
"2317",3294,290
"2318",3295,114
"2319",3296,17
"2320",3297,418
"2321",3298,40
"2322",3299,2
"2323",3300,215
"2324",3301,8
"2325",3302,700
"2326",3303,6
"2327",3304,1392
"2328",3306,281
"2329",3307,191
"2330",3308,30
"2331",3309,14
"2332",3310,51
"2333",3311,150
"2334",3312,1
"2335",3313,230
"2336",3315,116
"2337",3316,2
"2338",3317,123
"2339",3318,23
"2340",3320,4005
"2341",3321,133
"2342",3322,171
"2343",3323,15
"2344",3324,3830
"2345",3325,5
"2346",3326,55
"2347",3327,110
"2348",3328,62
"2349",3329,19
"2350",3330,28
"2351",3332,75
"2352",3333,69
"2353",3334,813
"2354",3335,20
"2355",3336,7
"2356",3337,70
"2357",3338,73
"2358",3339,1637
"2359",3340,68
"2360",3341,81
"2361",3342,177
"2362",3343,32
"2363",3348,92
"2364",3349,2
"2365",3350,17
"2366",3352,213
"2367",3353,1202
"2368",3354,387
"2369",3355,16
"2370",3356,45
"2371",3358,1828
"2372",3359,2
"2373",3360,51
"2374",3361,25
"2375",3362,61
"2376",3363,23
"2377",3364,242
"2378",3366,5
"2379",3368,5
"2380",3371,40
"2381",3373,22
"2382",3374,29
"2383",3375,1404
"2384",3376,59
"2385",3379,8
"2386",3380,2
"2387",3381,32
"2388",3382,8519
"2389",3384,15
"2390",3386,12
"2391",3387,22
"2392",3388,25
"2393",3389,4
"2394",3390,2
"2395",3392,1
"2396",3393,77
"2397",3394,16
"2398",3396,132
"2399",3397,18
"2400",3399,443
"2401",3400,911
"2402",3401,265
"2403",3402,1804
"2404",3403,9
"2405",3404,98
"2406",3406,176
"2407",3407,932
"2408",3408,243
"2409",3409,12
"2410",3410,4
"2411",3411,9
"2412",3413,345
"2413",3416,8
"2414",3418,109
"2415",3420,248
"2416",3421,16
"2417",3422,2
"2418",3424,2
"2419",3425,1
"2420",3427,39
"2421",3430,21
"2422",3431,64
"2423",3432,21
"2424",3433,36
"2425",3434,2
"2426",3436,6
"2427",3438,4079
"2428",3439,237
"2429",3442,48
"2430",3443,6
"2431",3444,52
"2432",3446,24
"2433",3447,619
"2434",3449,1963
"2435",3450,739
"2436",3451,405
"2437",3454,2
"2438",3460,274
"2439",3462,9
"2440",3464,2
"2441",3465,149
"2442",3466,7
"2443",3468,4
"2444",3469,5
"2445",3470,67
"2446",3471,27
"2447",3472,1
"2448",3477,64
"2449",3478,175
"2450",3482,22
"2451",3483,395
"2452",3484,279
"2453",3485,4
"2454",3486,122
"2455",3487,18
"2456",3488,30
"2457",3489,80
"2458",3490,114
"2459",3491,1217
"2460",3493,82
"2461",3494,2
"2462",3496,6
"2463",3498,75
"2464",3499,1
"2465",3500,215
"2466",3501,8
"2467",3502,6
"2468",3504,59
"2469",3505,2259
"2470",3508,44
"2471",3509,397
"2472",3510,2864
"2473",3513,496
"2474",3515,2159
"2475",3516,2
"2476",3517,2
"2477",3519,6
"2478",3521,586
"2479",3522,229
"2480",3523,34
"2481",3524,161
"2482",3525,2
"2483",3527,2
"2484",3528,12
"2485",3529,4
"2486",3530,625
"2487",3534,192
"2488",3536,99
"2489",3537,48
"2490",3538,2
"2491",3539,68
"2492",3541,25
"2493",3542,2
"2494",3543,15
"2495",3546,144
"2496",3547,70
"2497",3548,2
"2498",3550,2
"2499",3551,117
"2500",3554,37
"2501",3556,25
"2502",3558,19
"2503",3559,75
"2504",3560,245
"2505",3561,7
"2506",3562,15
"2507",3564,6
"2508",3565,7
"2509",3566,1
"2510",3567,545
"2511",3571,18
"2512",3574,189
"2513",3576,11
"2514",3579,6
"2515",3580,109
"2516",3581,172
"2517",3582,94
"2518",3584,133
"2519",3588,4
"2520",3590,2
"2521",3591,123
"2522",3593,349
"2523",3594,7
"2524",3595,133
"2525",3596,39
"2526",3597,1316
"2527",3598,5
"2528",3599,17
"2529",3600,48
"2530",3601,26
"2531",3603,477
"2532",3604,467
"2533",3606,2
"2534",3607,190
"2535",3609,34
"2536",3612,8
"2537",3614,639
"2538",3615,78
"2539",3616,2110
"2540",3623,1286
"2541",3624,12
"2542",3628,31
"2543",3629,23
"2544",3630,10
"2545",3631,5
"2546",3632,2
"2547",3633,750
"2548",3635,14
"2549",3636,106
"2550",3637,66
"2551",3638,21
"2552",3639,932
"2553",3640,221
"2554",3641,420
"2555",3642,490
"2556",3643,899
"2557",3644,12
"2558",3646,5
"2559",3647,120
"2560",3649,6
"2561",3650,256
"2562",3651,673
"2563",3652,11
"2564",3653,15
"2565",3655,53
"2566",3656,4
"2567",3657,43
"2568",3658,27
"2569",3659,292
"2570",3662,10
"2571",3663,240
"2572",3668,320
"2573",3669,10
"2574",3670,15
"2575",3673,2
"2576",3675,2223
"2577",3677,320
"2578",3679,8
"2579",3680,34
"2580",3681,5
"2581",3683,19
"2582",3684,245
"2583",3685,2
"2584",3686,31
"2585",3687,281
"2586",3688,15
"2587",3689,2839
"2588",3690,34
"2589",3691,7564
"2590",3692,83
"2591",3695,142
"2592",3697,2
"2593",3698,194
"2594",3699,535
"2595",3700,4
"2596",3701,69
"2597",3705,39
"2598",3711,2
"2599",3712,465
"2600",3713,512
"2601",3714,5
"2602",3716,189
"2603",3717,62
"2604",3720,146
"2605",3721,2
"2606",3722,10
"2607",3723,96
"2608",3724,30
"2609",3725,8
"2610",3726,64
"2611",3730,5
"2612",3732,368
"2613",3734,7
"2614",3735,25
"2615",3736,41
"2616",3737,1
"2617",3738,119
"2618",3739,4
"2619",3740,156
"2620",3741,14
"2621",3742,29
"2622",3743,25
"2623",3744,2
"2624",3745,20
"2625",3747,122
"2626",3748,39
"2627",3749,104
"2628",3750,10
"2629",3752,10
"2630",3753,64
"2631",3754,42
"2632",3755,1134
"2633",3756,174
"2634",3758,10
"2635",3761,2237
"2636",3762,6
"2637",3763,3
"2638",3764,7
"2639",3765,12
"2640",3766,5
"2641",3767,3
"2642",3768,15
"2643",3769,30
"2644",3770,1
"2645",3773,158
"2646",3774,65
"2647",3776,3840
"2648",3777,199
"2649",3778,255
"2650",3780,128
"2651",3781,1496
"2652",3782,506
"2653",3783,8
"2654",3784,41
"2655",3785,172
"2656",3786,7
"2657",3787,43
"2658",3788,29
"2659",3789,2
"2660",3791,3
"2661",3793,337
"2662",3794,109
"2663",3795,21
"2664",3796,442
"2665",3797,8
"2666",3798,1
"2667",3800,98
"2668",3802,4
"2669",3805,6
"2670",3806,1
"2671",3808,7
"2672",3810,128
"2673",3811,4
"2674",3812,2
"2675",3813,3
"2676",3814,2
"2677",3815,12
"2678",3816,44
"2679",3819,27
"2680",3820,48
"2681",3823,3
"2682",3825,17
"2683",3826,224
"2684",3830,10
"2685",3831,54
"2686",3832,316
"2687",3835,1
"2688",3840,15
"2689",3842,198
"2690",3843,467
"2691",3844,1
"2692",3845,228
"2693",3846,191
"2694",3847,16
"2695",3848,34
"2696",3849,71
"2697",3850,7
"2698",3851,48
"2699",3852,1143
"2700",3854,774
"2701",3857,14
"2702",3860,52
"2703",3861,76
"2704",3862,4
"2705",3863,64
"2706",3864,3615
"2707",3865,70
"2708",3866,18
"2709",3867,400
"2710",3869,162
"2711",3870,162
"2712",3872,7
"2713",3873,84
"2714",3874,3
"2715",3875,1521
"2716",3876,589
"2717",3877,3
"2718",3878,109
"2719",3881,20
"2720",3882,14
"2721",3883,10
"2722",3885,222
"2723",3886,6
"2724",3887,360
"2725",3889,2
"2726",3890,39
"2727",3891,238
"2728",3893,55
"2729",3894,3024
"2730",3895,24
"2731",3899,7
"2732",3900,449
"2733",3903,1
"2734",3905,1495
"2735",3906,28
"2736",3907,32
"2737",3908,3
"2738",3909,22
"2739",3912,27
"2740",3913,26
"2741",3914,6
"2742",3915,11
"2743",3917,22
"2744",3918,22
"2745",3919,15
"2746",3920,746
"2747",3921,606
"2748",3922,3
"2749",3923,4
"2750",3924,12
"2751",3926,38
"2752",3927,11
"2753",3928,83
"2754",3929,9
"2755",3930,5
"2756",3932,7
"2757",3933,125
"2758",3934,71
"2759",3935,1035
"2760",3937,5
"2761",3938,28
"2762",3939,118
"2763",3940,1
"2764",3942,176
"2765",3943,1090
"2766",3944,1
"2767",3945,290
"2768",3946,268
"2769",3947,97
"2770",3948,157
"2771",3950,2605
"2772",3952,116
"2773",3953,147
"2774",3954,45
"2775",3955,4
"2776",3956,11
"2777",3957,25
"2778",3958,417
"2779",3959,41
"2780",3960,11
"2781",3961,1054
"2782",3962,38
"2783",3963,240
"2784",3964,3
"2785",3967,14
"2786",3968,67
"2787",3969,37
"2788",3970,23
"2789",3972,1540
"2790",3974,10
"2791",3975,22
"2792",3976,119
"2793",3977,8
"2794",3978,227
"2795",3981,18
"2796",3986,29
"2797",3990,1869
"2798",3991,41
"2799",3992,14
"2800",3994,725
"2801",3995,3465
"2802",3996,47
"2803",3997,92
"2804",4000,36
"2805",4003,2
"2806",4004,11
"2807",4007,53
"2808",4008,10
"2809",4010,110
"2810",4012,2949
"2811",4013,26
"2812",4014,30
"2813",4015,28
"2814",4016,4
"2815",4017,649
"2816",4018,16
"2817",4019,294
"2818",4021,91
"2819",4022,6
"2820",4025,1
"2821",4026,39
"2822",4029,11
"2823",4030,99
"2824",4031,18
"2825",4032,8
"2826",4033,28
"2827",4034,41
"2828",4036,72
"2829",4038,45
"2830",4039,112
"2831",4040,187
"2832",4041,4
"2833",4044,258
"2834",4045,286
"2835",4046,24
"2836",4047,50
"2837",4050,31
"2838",4051,8
"2839",4053,6
"2840",4055,37
"2841",4056,180
"2842",4057,20
"2843",4058,342
"2844",4059,10
"2845",4060,26
"2846",4061,4
"2847",4062,143
"2848",4063,19
"2849",4065,40
"2850",4066,86
"2851",4067,333
"2852",4068,52
"2853",4071,871
"2854",4072,101
"2855",4074,34
"2856",4077,1857
"2857",4078,7
"2858",4079,338
"2859",4080,38
"2860",4081,15
"2861",4083,6
"2862",4084,500
"2863",4085,17
"2864",4086,154
"2865",4087,12
"2866",4088,3
"2867",4090,117
"2868",4091,1376
"2869",4092,28
"2870",4095,42
"2871",4096,6
"2872",4097,107
"2873",4098,10
"2874",4099,92
"2875",4100,16
"2876",4103,2
"2877",4104,6
"2878",4105,18
"2879",4107,1
"2880",4109,35
"2881",4111,3
"2882",4112,599
"2883",4113,12
"2884",4114,2
"2885",4115,171
"2886",4116,21
"2887",4118,365
"2888",4120,2
"2889",4122,76
"2890",4123,24
"2891",4125,2
"2892",4126,43
"2893",4128,825
"2894",4129,209
"2895",4130,17
"2896",4131,15
"2897",4132,9
"2898",4133,1002
"2899",4134,494
"2900",4137,193
"2901",4138,1990
"2902",4139,1096
"2903",4140,32
"2904",4141,1912
"2905",4142,319
"2906",4143,3
"2907",4145,1
"2908",4146,206
"2909",4148,3
"2910",4150,4
"2911",4151,246
"2912",4152,97
"2913",4153,30
"2914",4155,21
"2915",4156,149
"2916",4157,90
"2917",4159,166
"2918",4162,11
"2919",4164,2281
"2920",4165,17
"2921",4166,2
"2922",4167,41
"2923",4169,16
"2924",4172,76
"2925",4173,6
"2926",4175,284
"2927",4176,10
"2928",4177,576
"2929",4178,17
"2930",4179,5
"2931",4180,617
"2932",4181,19
"2933",4183,706
"2934",4184,459
"2935",4185,65
"2936",4186,131
"2937",4187,1002
"2938",4188,603
"2939",4190,95
"2940",4191,6
"2941",4192,16
"2942",4194,47
"2943",4195,27
"2944",4196,115
"2945",4198,88
"2946",4200,40
"2947",4201,144
"2948",4203,4
"2949",4204,10
"2950",4206,31
"2951",4207,59
"2952",4210,2
"2953",4211,9
"2954",4212,120
"2955",4213,37
"2956",4218,1
"2957",4219,2
"2958",4222,9
"2959",4224,14
"2960",4228,12
"2961",4231,97
"2962",4232,89
"2963",4233,12
"2964",4234,163
"2965",4235,69
"2966",4236,22
"2967",4237,25
"2968",4239,186
"2969",4240,1671
"2970",4241,155
"2971",4242,166
"2972",4244,85
"2973",4245,4
"2974",4246,260
"2975",4247,2
"2976",4249,3
"2977",4250,49
"2978",4252,24
"2979",4253,14
"2980",4254,32
"2981",4255,12
"2982",4257,2
"2983",4258,78
"2984",4260,104
"2985",4261,2
"2986",4264,11
"2987",4265,232
"2988",4266,14
"2989",4269,744
"2990",4271,2
"2991",4272,14
"2992",4273,16
"2993",4275,1606
"2994",4276,1828
"2995",4277,3
"2996",4278,178
"2997",4280,272
"2998",4282,1186
"2999",4283,6
"3000",4284,89
"3001",4285,74
"3002",4286,27
"3003",4287,5
"3004",4288,52
"3005",4289,45
"3006",4291,2
"3007",4292,21
"3008",4294,29
"3009",4295,91
"3010",4297,1621
"3011",4298,48
"3012",4300,190
"3013",4302,2
"3014",4303,88
"3015",4304,308
"3016",4305,132
"3017",4307,126
"3018",4309,8
"3019",4310,283
"3020",4311,6
"3021",4312,1
"3022",4314,12
"3023",4316,54
"3024",4317,12
"3025",4318,26
"3026",4320,3
"3027",4321,2
"3028",4323,742
"3029",4325,698
"3030",4327,2
"3031",4328,2018
"3032",4329,2
"3033",4330,117
"3034",4331,911
"3035",4333,1130
"3036",4335,105
"3037",4336,23
"3038",4337,34
"3039",4338,620
"3040",4339,373
"3041",4340,2
"3042",4341,307
"3043",4343,112
"3044",4344,36
"3045",4345,250
"3046",4347,15
"3047",4348,3
"3048",4350,927
"3049",4351,54
"3050",4352,126
"3051",4353,75
"3052",4354,132
"3053",4355,70
"3054",4356,105
"3055",4357,624
"3056",4358,28
"3057",4359,2
"3058",4361,262
"3059",4362,17
"3060",4364,112
"3061",4369,41
"3062",4370,261
"3063",4371,470
"3064",4372,28
"3065",4373,405
"3066",4374,709
"3067",4375,122
"3068",4377,236
"3069",4378,229
"3070",4379,61
"3071",4380,1519
"3072",4381,123
"3073",4383,7
"3074",4385,51
"3075",4386,70
"3076",4388,4
"3077",4389,103
"3078",4391,2
"3079",4392,131
"3080",4393,3015
"3081",4394,36
"3082",4396,16
"3083",4397,30
"3084",4398,976
"3085",4399,21
"3086",4400,18
"3087",4401,34
"3088",4402,13
"3089",4404,592
"3090",4406,72
"3091",4407,28
"3092",4408,570
"3093",4410,36
"3094",4411,30
"3095",4413,90
"3096",4414,34
"3097",4415,77
"3098",4416,75
"3099",4419,214
"3100",4420,2458
"3101",4421,1448
"3102",4424,11
"3103",4425,3
"3104",4426,42
"3105",4427,97
"3106",4429,4
"3107",4430,12
"3108",4431,71
"3109",4434,17
"3110",4435,1147
"3111",4436,6
"3112",4439,13
"3113",4440,949
"3114",4441,65
"3115",4442,4
"3116",4443,362
"3117",4444,134
"3118",4445,237
"3119",4446,63
"3120",4447,617
"3121",4448,6
"3122",4449,34
"3123",4450,102
"3124",4451,123
"3125",4452,31
"3126",4453,60
"3127",4454,20
"3128",4455,175
"3129",4456,16
"3130",4457,6
"3131",4459,36
"3132",4460,826
"3133",4461,133
"3134",4462,239
"3135",4465,207
"3136",4466,94
"3137",4467,35
"3138",4468,115
"3139",4469,246
"3140",4471,134
"3141",4472,21
"3142",4476,2
"3143",4477,92
"3144",4478,217
"3145",4479,11
"3146",4481,23
"3147",4482,9
"3148",4483,231
"3149",4484,2306
"3150",4487,392
"3151",4488,28
"3152",4489,93
"3153",4491,270
"3154",4492,137
"3155",4493,596
"3156",4498,1
"3157",4501,75
"3158",4502,1695
"3159",4503,1641
"3160",4504,950
"3161",4506,7
"3162",4507,169
"3163",4508,2
"3164",4509,424
"3165",4510,4
"3166",4511,314
"3167",4512,759
"3168",4513,25
"3169",4514,55
"3170",4515,20
"3171",4517,19
"3172",4519,391
"3173",4521,24
"3174",4522,541
"3175",4523,66
"3176",4524,9
"3177",4526,116
"3178",4530,4
"3179",4531,249
"3180",4532,59
"3181",4535,134
"3182",4536,36
"3183",4538,4
"3184",4539,12
"3185",4540,77
"3186",4541,201
"3187",4544,152
"3188",4545,107
"3189",4546,16
"3190",4547,3
"3191",4548,31
"3192",4550,446
"3193",4551,207
"3194",4552,232
"3195",4553,5
"3196",4555,2
"3197",4556,25
"3198",4557,26
"3199",4559,16
"3200",4560,6
"3201",4561,287
"3202",4562,68
"3203",4563,51
"3204",4564,4
"3205",4568,385
"3206",4570,1
"3207",4571,13
"3208",4573,76
"3209",4574,4
"3210",4575,26
"3211",4577,23
"3212",4578,6
"3213",4579,13
"3214",4580,68
"3215",4581,20
"3216",4582,4
"3217",4583,1
"3218",4584,1
"3219",4586,154
"3220",4587,21
"3221",4590,19
"3222",4591,1
"3223",4593,167
"3224",4594,2
"3225",4596,1783
"3226",4597,7
"3227",4598,1
"3228",4599,10
"3229",4601,2
"3230",4602,528
"3231",4603,12
"3232",4604,19
"3233",4605,4
"3234",4606,365
"3235",4608,2675
"3236",4609,66
"3237",4610,19
"3238",4612,4
"3239",4613,2
"3240",4614,74
"3241",4615,72
"3242",4616,142
"3243",4617,3024
"3244",4618,6
"3245",4619,62
"3246",4620,329
"3247",4621,47
"3248",4622,2
"3249",4624,85
"3250",4626,14
"3251",4627,252
"3252",4628,88
"3253",4629,6
"3254",4630,3
"3255",4631,317
"3256",4632,6
"3257",4633,134
"3258",4634,41
"3259",4635,426
"3260",4636,13
"3261",4637,136
"3262",4638,41
"3263",4639,3
"3264",4643,950
"3265",4645,9
"3266",4646,31
"3267",4647,8
